lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
6.600000000000000533e+00,9.118163142064035220e-01,1.863306028227502964e-01,1.573555433690632388e-01,4.248547446421933604e-01
6.700000000000000178e+00,9.173633753391884360e-01,1.870769097826767424e-01,1.567696785897934597e-01,4.276297252880925659e-01
6.800000000000000711e+00,9.226032869209981335e-01,1.881050289354515848e-01,1.584362337557921885e-01,4.303103969838237841e-01
6.900000000000000355e+00,9.276733631729697782e-01,1.900435441822496407e-01,1.605007094149975833e-01,4.332578172731043620e-01
7.000000000000000000e+00,9.346381488239332569e-01,1.929207116403020006e-01,1.625499910125652869e-01,4.381639944805952869e-01
7.100000000000000533e+00,9.424763821176059819e-01,1.957325047672568985e-01,1.639191763083077957e-01,4.430971196786442912e-01
7.200000000000000178e+00,9.457283921372023894e-01,1.992953014281259871e-01,1.667119399524919221e-01,4.484477089837178854e-01
7.300000000000000711e+00,9.503258377207969287e-01,2.018075667805524498e-01,1.688425247986595767e-01,4.533907319944506242e-01
7.400000000000000355e+00,9.535437120116216914e-01,2.030740034727875620e-01,1.689699539057071265e-01,4.574128488864049324e-01
7.500000000000000000e+00,9.550553593367222538e-01,2.040170276399870808e-01,1.696722162928823996e-01,4.600074234573633403e-01
7.600000000000000533e+00,9.540975926253354444e-01,2.042346949250774535e-01,1.704184916194058652e-01,4.608434202048264927e-01
7.700000000000000178e+00,9.542955345580241833e-01,2.049864728473820286e-01,1.717473328938325938e-01,4.617402164715299628e-01
7.800000000000000711e+00,9.562868306109487682e-01,2.069860036216142896e-01,1.729248770056519280e-01,4.633604633766305048e-01
7.900000000000000355e+00,9.585205156418246109e-01,2.075734558198989721e-01,1.728345077892438630e-01,4.650840772176534355e-01
8.000000000000000000e+00,9.621845889679047081e-01,2.068289899302220847e-01,1.729599010798194836e-01,4.642564323550094074e-01
8.099999999999999645e+00,9.619711997651460011e-01,2.059062732638165250e-01,1.717089313440144094e-01,4.642169940589163102e-01
8.200000000000001066e+00,9.608678132975175812e-01,2.048746677715612419e-01,1.726014330857406354e-01,4.646943824049136751e-01
8.300000000000000711e+00,9.620375043867983589e-01,2.047398345558850419e-01,1.720169672312084896e-01,4.658888794920129639e-01
8.400000000000000355e+00,9.641367719005717873e-01,2.051583081523783991e-01,1.722288619394028719e-01,4.677577129333901351e-01
8.500000000000000000e+00,9.663297458242028348e-01,2.055924413817505625e-01,1.725084352154659939e-01,4.690272996746165934e-01
8.599999999999999645e+00,9.703459018236868516e-01,2.055659496464044556e-01,1.719954431886180080e-01,4.714099040273124763e-01
8.700000000000001066e+00,9.765917402642589895e-01,2.066137301231028012e-01,1.729953696889436066e-01,4.738865675465489535e-01
8.800000000000000711e+00,9.810527424076801450e-01,2.088749523383897910e-01,1.736896150243162351e-01,4.786314252623382060e-01
8.900000000000000355e+00,9.875550438178715140e-01,2.103200136899827100e-01,1.747094208182262964e-01,4.817206749875192484e-01
9.000000000000000000e+00,9.944582012451257391e-01,2.118821910716459089e-01,1.763247191034569283e-01,4.845570440520481914e-01
9.099999999999999645e+00,9.996366559769360727e-01,2.142304442319782898e-01,1.773671671849883780e-01,4.884678816719633110e-01
9.200000000000001066e+00,1.003357330925977342e+00,2.158038275512558779e-01,1.782950377978189116e-01,4.930169627517964615e-01
9.300000000000000711e+00,1.006566092206889751e+00,2.162102682988540081e-01,1.773549651658698767e-01,4.953949962321698708e-01
9.400000000000000355e+00,1.008861127822983761e+00,2.162295852228934001e-01,1.775235780908427929e-01,4.977457044938992659e-01
9.500000000000000000e+00,1.013698059034958687e+00,2.169155097522952325e-01,1.790712631884610329e-01,5.005249601288095374e-01
9.600000000000001421e+00,1.017340393323054037e+00,2.180659678735799856e-01,1.802597029055270639e-01,5.032466558023466208e-01
9.700000000000001066e+00,1.019581297958407795e+00,2.194014472336743016e-01,1.811121332581746568e-01,5.051040972235758542e-01
9.800000000000000711e+00,1.021464029656258266e+00,2.209147074440552527e-01,1.812760327751880007e-01,5.073324418237464828e-01
9.900000000000000355e+00,1.025575023343185510e+00,2.223668658682910471e-01,1.817066850855018345e-01,5.113002887632356330e-01
