r_A,P10_Ainv,P40_Ainv,P80_Ainv
2.905000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.915000000000000213e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.925000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.935000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.945000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.955000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.965000000000000213e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.975000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.985000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.995000000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
