elapsed_ps,pair76_108_A,minimum_all_NN_A
7.399999999999999911e-01,1.286441224867219457e+00,1.286441224867219457e+00
7.500000000000000000e-01,1.259610318119768868e+00,1.259610318119768868e+00
7.600000000000000089e-01,1.332642501702738791e+00,1.332642501702738791e+00
7.700000000000000178e-01,1.316915731310411397e+00,1.316915731310411397e+00
7.800000000000000266e-01,1.382746029113510078e+00,1.382746029113510078e+00
7.900000000000000355e-01,1.293183728465803650e+00,1.293183728465803650e+00
8.000000000000000444e-01,1.320830620740006234e+00,1.320830620740006234e+00
8.100000000000000533e-01,1.289743141616729094e+00,1.289743141616729094e+00
8.199999999999999512e-01,1.347465732555460427e+00,1.347465732555460427e+00
8.299999999999999600e-01,1.341439619416699536e+00,1.341439619416699536e+00
8.399999999999999689e-01,1.339561729905759835e+00,1.339561729905759835e+00
8.499999999999999778e-01,1.280831460486161699e+00,1.280831460486161699e+00
8.599999999999999867e-01,1.353559362743368855e+00,1.353559362743368855e+00
8.699999999999999956e-01,1.315842719911521908e+00,1.315842719911521908e+00
8.800000000000000044e-01,1.296951555027882286e+00,1.296951555027882286e+00
8.900000000000000133e-01,1.285407150639215956e+00,1.285407150639215956e+00
9.000000000000000222e-01,1.293244052254833409e+00,1.293244052254833409e+00
9.100000000000000311e-01,1.306742016057019118e+00,1.306742016057019118e+00
9.200000000000000400e-01,1.341060160669701906e+00,1.341060160669701906e+00
9.300000000000000488e-01,1.290303955934411606e+00,1.290303955934411606e+00
9.399999999999999467e-01,1.307251621101984673e+00,1.307251621101984673e+00
9.499999999999999556e-01,1.275696725264232834e+00,1.275696725264232834e+00
9.599999999999999645e-01,1.311633156387236987e+00,1.311633156387236987e+00
9.699999999999999734e-01,1.304866831594540200e+00,1.304866831594540200e+00
9.799999999999999822e-01,1.310587416206360212e+00,1.310587416206360212e+00
9.899999999999999911e-01,1.312442417393728800e+00,1.312442417393728800e+00
1.000000000000000000e+00,1.251458105487732508e+00,1.251458105487732508e+00
1.010000000000000009e+00,1.309183986129190291e+00,1.309183986129190291e+00
1.020000000000000018e+00,1.343959396540425955e+00,1.343959396540425955e+00
1.030000000000000027e+00,1.289581660833024168e+00,1.289581660833024168e+00
1.040000000000000036e+00,1.266127073257320879e+00,1.266127073257320879e+00
1.050000000000000044e+00,1.321183621358173355e+00,1.321183621358173355e+00
1.060000000000000053e+00,1.395256994017492369e+00,1.395256994017492369e+00
1.070000000000000062e+00,1.301368925072016625e+00,1.301368925072016625e+00
1.080000000000000071e+00,1.305516420999237814e+00,1.305516420999237814e+00
1.090000000000000080e+00,1.280152508882881346e+00,1.280152508882881346e+00
1.100000000000000089e+00,1.299826969805800037e+00,1.299826969805800037e+00
1.110000000000000098e+00,1.330841343883639949e+00,1.330841343883639949e+00
1.120000000000000107e+00,1.260617139273366716e+00,1.260617139273366716e+00
1.129999999999999893e+00,1.340759900102777902e+00,1.340759900102777902e+00
1.139999999999999902e+00,1.223225778065512692e+00,1.223225778065512692e+00
1.149999999999999911e+00,1.366299627574652842e+00,1.366299627574652842e+00
1.159999999999999920e+00,1.320791128392206026e+00,1.320791128392206026e+00
1.169999999999999929e+00,1.402732073641673960e+00,1.402732073641673960e+00
1.179999999999999938e+00,1.224126115351095612e+00,1.224126115351095612e+00
1.189999999999999947e+00,1.350346607849876701e+00,1.350346607849876701e+00
1.199999999999999956e+00,1.250940090903849944e+00,1.250940090903849944e+00
1.209999999999999964e+00,1.381182803518034241e+00,1.381182803518034241e+00
1.219999999999999973e+00,1.253261989048857439e+00,1.253261989048857439e+00
1.229999999999999982e+00,1.381509654664472952e+00,1.381509654664472952e+00
1.239999999999999991e+00,1.239704872119161916e+00,1.239704872119161916e+00
1.250000000000000000e+00,1.366316151903782528e+00,1.366316151903782528e+00
1.260000000000000009e+00,1.273077832580652879e+00,1.273077832580652879e+00
1.270000000000000018e+00,1.415961243375550183e+00,1.415961243375550183e+00
1.280000000000000027e+00,1.226114106079046806e+00,1.226114106079046806e+00
1.290000000000000036e+00,1.376722459814114341e+00,1.376722459814114341e+00
1.300000000000000044e+00,1.281973890923594483e+00,1.281973890923594483e+00
1.310000000000000053e+00,1.385900413218868144e+00,1.385900413218868144e+00
1.320000000000000062e+00,1.237680216803607181e+00,1.237680216803607181e+00
1.330000000000000071e+00,1.315152701795921919e+00,1.315152701795921919e+00
1.340000000000000080e+00,1.281957936038444990e+00,1.281957936038444990e+00
1.350000000000000089e+00,1.375562676325543965e+00,1.375562676325543965e+00
1.360000000000000098e+00,1.227385803038830936e+00,1.227385803038830936e+00
1.370000000000000107e+00,1.335904298333738804e+00,1.335904298333738804e+00
1.379999999999999893e+00,1.252687301615199589e+00,1.252687301615199589e+00
1.389999999999999902e+00,1.406211115171031922e+00,1.406211115171031922e+00
1.399999999999999911e+00,1.339864686032246066e+00,1.339864686032246066e+00
1.409999999999999920e+00,1.352859368711863519e+00,1.352859368711863519e+00
1.419999999999999929e+00,1.230315620965948264e+00,1.230315620965948264e+00
1.429999999999999938e+00,1.319504792198268550e+00,1.319504792198268550e+00
1.439999999999999947e+00,1.285574036396389452e+00,1.285574036396389452e+00
1.449999999999999956e+00,1.367699333602780065e+00,1.367699333602780065e+00
1.459999999999999964e+00,1.257395754485042705e+00,1.257395754485042705e+00
1.469999999999999973e+00,1.315493703682460991e+00,1.315493703682460991e+00
1.479999999999999982e+00,1.266129978246228305e+00,1.266129978246228305e+00
1.489999999999999991e+00,1.336081411884243231e+00,1.336081411884243231e+00
1.500000000000000000e+00,1.309650255337590385e+00,1.309650255337590385e+00
1.510000000000000009e+00,1.343985643521142803e+00,1.343985643521142803e+00
1.520000000000000018e+00,1.272886858880956318e+00,1.272886858880956318e+00
1.530000000000000027e+00,1.328123311328666345e+00,1.328123311328666345e+00
1.540000000000000036e+00,1.332063498062151075e+00,1.332063498062151075e+00
1.550000000000000044e+00,1.379310153019865259e+00,1.379310153019865259e+00
1.560000000000000053e+00,1.228054608469696385e+00,1.228054608469696385e+00
1.570000000000000062e+00,1.311209519345261976e+00,1.311209519345261976e+00
1.580000000000000071e+00,1.278056142379931259e+00,1.278056142379931259e+00
1.590000000000000080e+00,1.365692890552463679e+00,1.365692890552463679e+00
1.600000000000000089e+00,1.296019546816815637e+00,1.296019546816815637e+00
1.610000000000000098e+00,1.343317330908567975e+00,1.343317330908567975e+00
1.620000000000000107e+00,1.263294537369878290e+00,1.263294537369878290e+00
1.629999999999999893e+00,1.338236859165529813e+00,1.338236859165529813e+00
1.639999999999999902e+00,1.311709626100182602e+00,1.311709626100182602e+00
1.649999999999999911e+00,1.419783070708109829e+00,1.419783070708109829e+00
1.659999999999999920e+00,1.243338207376914806e+00,1.243338207376914806e+00
1.669999999999999929e+00,1.358286254088321154e+00,1.358286254088321154e+00
1.679999999999999938e+00,1.236599204402108798e+00,1.236599204402108798e+00
1.689999999999999947e+00,1.382066536650385036e+00,1.382066536650385036e+00
1.699999999999999956e+00,1.297620072367124733e+00,1.297620072367124733e+00
1.709999999999999964e+00,1.429439027123280637e+00,1.429439027123280637e+00
1.719999999999999973e+00,1.249605035739950631e+00,1.249605035739950631e+00
1.729999999999999982e+00,1.354089023270689029e+00,1.354089023270689029e+00
1.739999999999999991e+00,1.260143974823153101e+00,1.260143974823153101e+00
1.750000000000000000e+00,1.410771648621646612e+00,1.410771648621646612e+00
1.760000000000000009e+00,1.248154590352019477e+00,1.248154590352019477e+00
1.770000000000000018e+00,1.360761779631617152e+00,1.360761779631617152e+00
1.780000000000000027e+00,1.250095745614856479e+00,1.250095745614856479e+00
1.790000000000000036e+00,1.401682737761471786e+00,1.401682737761471786e+00
1.800000000000000044e+00,1.285471078504647036e+00,1.285471078504647036e+00
1.810000000000000053e+00,1.390250884251943875e+00,1.390250884251943875e+00
1.820000000000000062e+00,1.251217999476563536e+00,1.251217999476563536e+00
1.830000000000000071e+00,1.358214724237317927e+00,1.358214724237317927e+00
1.840000000000000080e+00,1.272128134042191050e+00,1.272128134042191050e+00
1.850000000000000089e+00,1.437487747200240529e+00,1.437487747200240529e+00
1.860000000000000098e+00,1.238432410247486182e+00,1.238432410247486182e+00
1.870000000000000107e+00,1.393224364433868878e+00,1.393224364433868878e+00
1.879999999999999893e+00,1.233922181996416567e+00,1.233922181996416567e+00
1.889999999999999902e+00,1.343105088006911751e+00,1.343105088006911751e+00
1.899999999999999911e+00,1.231777094785107884e+00,1.231777094785107884e+00
1.909999999999999920e+00,1.351489929151439950e+00,1.351489929151439950e+00
1.919999999999999929e+00,1.237840775979390351e+00,1.237840775979390351e+00
1.929999999999999938e+00,1.339119189651132080e+00,1.339119189651132080e+00
1.939999999999999947e+00,1.278724527584644610e+00,1.278724527584644610e+00
1.949999999999999956e+00,1.375142255021992943e+00,1.375142255021992943e+00
1.959999999999999964e+00,1.271539803908386501e+00,1.271539803908386501e+00
1.969999999999999973e+00,1.303666437781182852e+00,1.303666437781182852e+00
1.979999999999999982e+00,1.280525145659013209e+00,1.280525145659013209e+00
1.989999999999999991e+00,1.344257798508713186e+00,1.344257798508713186e+00
2.000000000000000000e+00,1.277589881594262566e+00,1.277589881594262566e+00
