# msd.out by GPUMDkit
# Element: Li  |  dt: 1000.0000 fs  |  Frames: 1000  |  Atoms: 144
#     Time(ps)    MSD_x(Ang^2)    MSD_y(Ang^2)    MSD_z(Ang^2)
    296.000000       1.592065       2.047555       1.169559
    297.000000       1.596050       2.055176       1.172937
    298.000000       1.600153       2.062276       1.175987
    299.000000       1.604702       2.069618       1.180612
    300.000000       1.608857       2.076342       1.183123
    301.000000       1.612722       2.083801       1.187103
    302.000000       1.617525       2.091328       1.190222
    303.000000       1.622352       2.098820       1.193125
    304.000000       1.626237       2.105770       1.195309
    305.000000       1.630637       2.112537       1.199039
    306.000000       1.634687       2.119571       1.203065
    307.000000       1.638803       2.127462       1.204779
    308.000000       1.643735       2.134503       1.207703
    309.000000       1.647026       2.141048       1.210915
    310.000000       1.650863       2.148475       1.213766
    311.000000       1.656127       2.156369       1.217481
    312.000000       1.660274       2.163061       1.220277
    313.000000       1.665460       2.170632       1.223422
    314.000000       1.670394       2.178695       1.227019
    315.000000       1.674758       2.186186       1.230244
    316.000000       1.680561       2.193226       1.233659
    317.000000       1.684608       2.201517       1.236836
    318.000000       1.688680       2.209851       1.240553
    319.000000       1.693567       2.217178       1.243074
    320.000000       1.698262       2.225433       1.246712
    321.000000       1.702596       2.233180       1.249901
    322.000000       1.706855       2.240276       1.251700
    323.000000       1.711222       2.248024       1.255960
    324.000000       1.716381       2.256536       1.258760
    325.000000       1.720701       2.264383       1.262299
    326.000000       1.724643       2.271209       1.265385
    327.000000       1.728499       2.277935       1.269189
    328.000000       1.733853       2.285624       1.272571
    329.000000       1.739309       2.291619       1.276394
    330.000000       1.743670       2.298921       1.279597
    331.000000       1.747459       2.306549       1.282071
    332.000000       1.751332       2.313584       1.285133
    333.000000       1.755883       2.320703       1.287600
    334.000000       1.759481       2.327770       1.290849
    335.000000       1.764136       2.335536       1.293538
    336.000000       1.767522       2.342919       1.296924
    337.000000       1.771917       2.349588       1.299922
    338.000000       1.775679       2.356941       1.303151
    339.000000       1.780559       2.363538       1.305912
    340.000000       1.785135       2.370690       1.308013
    341.000000       1.789394       2.378458       1.311927
    342.000000       1.793408       2.385770       1.314841
    343.000000       1.798270       2.392982       1.317641
    344.000000       1.802173       2.400734       1.321185
    345.000000       1.806566       2.408760       1.324532
    346.000000       1.809446       2.416356       1.327113
    347.000000       1.813585       2.422834       1.330863
    348.000000       1.817342       2.431031       1.332808
    349.000000       1.821393       2.438213       1.336176
    350.000000       1.825987       2.445841       1.339621
    351.000000       1.830132       2.453187       1.342917
    352.000000       1.834811       2.460664       1.346869
    353.000000       1.839723       2.467748       1.349022
    354.000000       1.843796       2.474810       1.353771
    355.000000       1.848485       2.481605       1.356201
    356.000000       1.853371       2.489307       1.360430
    357.000000       1.859193       2.495897       1.362962
    358.000000       1.863561       2.502820       1.366918
    359.000000       1.867515       2.509866       1.370260
    360.000000       1.871553       2.516463       1.373162
    361.000000       1.875823       2.522959       1.375845
    362.000000       1.880055       2.531134       1.379368
    363.000000       1.884877       2.538791       1.383210
    364.000000       1.888513       2.546509       1.386373
    365.000000       1.892920       2.553442       1.389813
    366.000000       1.897419       2.559382       1.393462
    367.000000       1.901434       2.566218       1.396545
    368.000000       1.905994       2.573091       1.399978
    369.000000       1.910315       2.579067       1.403360
    370.000000       1.914488       2.587169       1.407181
    371.000000       1.918157       2.592909       1.410223
    372.000000       1.921941       2.599238       1.413711
    373.000000       1.925069       2.605127       1.418176
    374.000000       1.927831       2.609769       1.420527
    375.000000       1.931432       2.614986       1.424053
    376.000000       1.935045       2.620868       1.428158
    377.000000       1.939660       2.626247       1.431531
    378.000000       1.943575       2.631621       1.435772
    379.000000       1.947228       2.638011       1.437980
    380.000000       1.951649       2.643562       1.442962
    381.000000       1.955431       2.648865       1.445845
    382.000000       1.959452       2.654831       1.449966
    383.000000       1.963709       2.660371       1.454071
    384.000000       1.967072       2.664818       1.457812
    385.000000       1.971423       2.670553       1.461297
    386.000000       1.975193       2.675049       1.465538
    387.000000       1.978612       2.679941       1.468253
    388.000000       1.981721       2.686328       1.471930
    389.000000       1.985694       2.690990       1.475972
    390.000000       1.989541       2.696566       1.479855
    391.000000       1.993352       2.702457       1.483071
    392.000000       1.997876       2.707122       1.487482
    393.000000       2.001079       2.711459       1.491183
    394.000000       2.006177       2.717204       1.495323
    395.000000       2.009268       2.721358       1.499115
    396.000000       2.013517       2.726551       1.503271
    397.000000       2.016727       2.731234       1.507520
