time_ps,T_K,PE_eV_atom,P_GPa
1.065000000000000036e+01,3.673247919600000273e+02,-5.462568057720588399e+00,1.483751786939999928e-01
1.070000000000000107e+01,3.805459531399999946e+02,-5.463706356617646698e+00,-1.741659961966666448e-01
1.075000000000000000e+01,4.078695765499999766e+02,-5.464879727573529244e+00,-3.384126360966666774e-02
1.080000000000000071e+01,3.873300792300000239e+02,-5.459913592647058778e+00,5.966117480000001499e-02
1.085000000000000142e+01,4.197537792399999717e+02,-5.462472941911764579e+00,-2.232242500326666601e-01
1.090000000000000036e+01,4.179501608900000065e+02,-5.462091650735294124e+00,-4.911053515999999619e-02
1.095000000000000107e+01,3.976940401499999780e+02,-5.459918173897058580e+00,1.078193848633333535e-01
1.100000000000000000e+01,3.869940307900000107e+02,-5.458615650735294089e+00,1.301260018866666479e-01
1.105000000000000071e+01,3.809858531900000003e+02,-5.457172691911764240e+00,-8.621499796333333132e-02
1.110000000000000142e+01,4.055787560200000144e+02,-5.459317122794117516e+00,1.180755399789999993e-01
1.115000000000000036e+01,4.175689723500000241e+02,-5.459220316176470966e+00,-2.333109519099999807e-01
1.120000000000000107e+01,4.106431395700000166e+02,-5.457042572426470173e+00,1.812911264133332256e-02
1.125000000000000000e+01,4.180947211299999822e+02,-5.457163957352940464e+00,-1.771190843800000136e-01
1.130000000000000071e+01,4.514293680299999778e+02,-5.461184419485293873e+00,3.089920720000000065e-03
1.135000000000000142e+01,4.073387271000000283e+02,-5.458384327941176117e+00,4.680736899785000599e-02
1.140000000000000036e+01,3.828865671899999938e+02,-5.459051712132352741e+00,-3.268293180933333208e-01
1.145000000000000107e+01,4.033648385500000018e+02,-5.463334647058823101e+00,-1.148564585363333196e-01
1.150000000000000000e+01,3.665797797100000253e+02,-5.459460229411765120e+00,-3.912235773333333499e-02
1.155000000000000071e+01,4.048873524599999882e+02,-5.464271260294117916e+00,1.218737309779999861e-01
1.160000000000000142e+01,3.475403515200000015e+02,-5.455900720588235053e+00,-2.644597729266666697e-01
1.165000000000000036e+01,4.048591786700000057e+02,-5.460491115808824070e+00,6.043804424199999970e-02
1.170000000000000107e+01,4.254156520299999897e+02,-5.460600803676470605e+00,1.445098255066666892e-01
1.175000000000000000e+01,4.274005111600000077e+02,-5.459693839338235932e+00,1.176856814460000011e-01
