r_A,lag_1ps_A-1,lag_5ps_A-1,lag_10ps_A-1,lag_50ps_A-1
1.325000000000000178e+00,1.609325297170599578e-01,1.810503160772251874e-01,1.787984394178500913e-01,1.784227181878745849e-01
1.375000000000000000e+00,1.399003850661307835e-01,1.601208781821286953e-01,1.673461336138872824e-01,1.596852098600931302e-01
1.425000000000000266e+00,1.228444667671185903e-01,1.482679822313342222e-01,1.598939154830789355e-01,1.518432156340216443e-01
1.475000000000000089e+00,1.199669345387581604e-01,1.383905689390061144e-01,1.394551113449066793e-01,1.428908505440822374e-01
1.524999999999999911e+00,1.019169596517661841e-01,1.214120963608404796e-01,1.282767841486935623e-01,1.279702420608481994e-01
1.575000000000000178e+00,9.223798761091571430e-02,1.146847770374166131e-01,1.127695949500261974e-01,1.219326004885630810e-01
1.625000000000000000e+00,8.261133433785360081e-02,1.064091064411411963e-01,1.114544976328247228e-01,1.130496335776148276e-01
1.675000000000000266e+00,7.586221329315245843e-02,9.300785921749522844e-02,1.035639137296158890e-01,1.059016211414611636e-01
1.725000000000000089e+00,6.707266030470473983e-02,9.161968221424943160e-02,9.994739610731230572e-02,1.008355540750614232e-01
1.774999999999999911e+00,6.000962665327300161e-02,8.697462839569443382e-02,9.063212344380143504e-02,9.854541416833213774e-02
1.825000000000000178e+00,5.446383726770462341e-02,7.992696053305990700e-02,8.411143257934414197e-02,9.292416166999768745e-02
1.875000000000000000e+00,4.985978570232708906e-02,7.741756364257638967e-02,8.454979835174461500e-02,9.285476349100590943e-02
1.925000000000000266e+00,4.572660304704499745e-02,7.319964120963601273e-02,7.830308609503762451e-02,8.647013102376185922e-02
1.975000000000000089e+00,3.902980077013239874e-02,6.823423885187107629e-02,7.222076100298115142e-02,8.459638019098408845e-02
2.025000000000000355e+00,3.651849991628977610e-02,6.652571330941361993e-02,6.860424338067647176e-02,7.980790584055030834e-02
2.075000000000000178e+00,3.254227356437312813e-02,5.862378267555120454e-02,6.827546905137671374e-02,8.383300022207447466e-02
2.125000000000000000e+00,2.861836598024453462e-02,5.792969417392810488e-02,6.515211292302319768e-02,8.161225849433739743e-02
2.174999999999999822e+00,2.495605223505762554e-02,5.371177174098724916e-02,6.033008942661725188e-02,7.779535864978860682e-02
2.225000000000000089e+00,2.479909593169270579e-02,4.997437211686332065e-02,5.824785200771544907e-02,7.966910948256746006e-02
2.275000000000000355e+00,2.286330152352239464e-02,4.666410387835272927e-02,5.830264772926498779e-02,7.612980235398582318e-02
2.325000000000000178e+00,1.846852502929857698e-02,4.388774987186074006e-02,5.293266701735947072e-02,7.737896957583860480e-02
2.375000000000000000e+00,1.705591829901213080e-02,4.068426447975375532e-02,4.767227774855314210e-02,7.397845880524056561e-02
2.425000000000000266e+00,1.663736815670523173e-02,3.892234751409547056e-02,4.882298790110484871e-02,7.231290250943840647e-02
2.475000000000000089e+00,1.396911099949778995e-02,3.566547069878707454e-02,4.438453445554987192e-02,7.404785698423299589e-02
2.525000000000000355e+00,1.250418550142300307e-02,3.443746796514589315e-02,4.257627564439745577e-02,7.564401510104334925e-02
2.575000000000000178e+00,1.245186673363473523e-02,3.150093968904846276e-02,4.032965106084531598e-02,7.141072618254522275e-02
2.625000000000000000e+00,1.041143478988777217e-02,2.899154279856468175e-02,3.786384359109221109e-02,7.467244059515837362e-02
2.675000000000000266e+00,7.900133936045567601e-03,2.557449171365121232e-02,3.956251095914444654e-02,7.390906062624942596e-02
2.725000000000000089e+00,7.900133936045567601e-03,2.456005467281744542e-02,3.720629493249180686e-02,6.988396624472599516e-02
2.775000000000000355e+00,8.214046542775780071e-03,2.322526909277281698e-02,3.139794844818499797e-02,6.585887186320195374e-02
2.825000000000000178e+00,6.644483509124416744e-03,2.130317785750904594e-02,3.238427143608638842e-02,6.613646457916967647e-02
2.875000000000000000e+00,5.650426921145123779e-03,2.205065778233373033e-02,3.013764685253359638e-02,7.002276260270892672e-02
2.925000000000000266e+00,4.813326636531074093e-03,1.900734665983263086e-02,3.030203401718404785e-02,6.197257383966266187e-02
2.975000000000000089e+00,4.970282939896217625e-03,1.553690415171712393e-02,2.586358057162905719e-02,6.454030646235865698e-02
3.025000000000000355e+00,3.871588816340176906e-03,1.505638134290099642e-02,2.827459231983151661e-02,6.002942482789219714e-02
3.075000000000000178e+00,2.615938389419061611e-03,1.350803007004959533e-02,2.432930036822733219e-02,6.197257383966266187e-02
3.125000000000000000e+00,2.563619621630657593e-03,1.361481291645302849e-02,2.438409608977717968e-02,6.058461025982645604e-02
3.175000000000000266e+00,2.354344550477155580e-03,1.286733299162827124e-02,2.224706294932499509e-02,5.447757050855005223e-02
3.225000000000000089e+00,2.249707014900393081e-03,1.169272168118917592e-02,2.087716991057345789e-02,5.579613590939393186e-02
3.275000000000000355e+00,2.040431943746849868e-03,8.702801981889583122e-03,1.912370682097131597e-02,5.600433044636878716e-02
3.325000000000000178e+00,1.517244265863055804e-03,1.094524175636429723e-02,1.753463089601970185e-02,5.413057961359112741e-02
3.375000000000000000e+00,1.307969194709519313e-03,8.115496326670039798e-03,1.857574960547070386e-02,5.239562513879608002e-02
3.425000000000000266e+00,1.412606730286293305e-03,8.329062019477220108e-03,1.413729615991588320e-02,5.315900510770616566e-02
3.475000000000000089e+00,1.151012891344387274e-03,7.581582094652341425e-03,1.479484481851662224e-02,5.079946702198552544e-02
3.525000000000000355e+00,1.098694123555996266e-03,7.261233555441615195e-03,1.484964054006655126e-02,4.587219631356848765e-02
3.575000000000000178e+00,7.847815168257185267e-04,7.261233555441679380e-03,1.424688760301600667e-02,4.503941816566749134e-02
3.625000000000000000e+00,7.847815168257115878e-04,6.086622245002530282e-03,1.189067157636325596e-02,4.191650011103686263e-02
3.675000000000000266e+00,7.324627490373373856e-04,5.819665128993699310e-03,1.134271436086274447e-02,4.156950921607831251e-02
3.725000000000000089e+00,5.755064456721936368e-04,5.178968050572374353e-03,1.238383307031391475e-02,4.018154563624264791e-02
3.775000000000000355e+00,4.185501423070461476e-04,6.620536477020296309e-03,8.712519726459711997e-03,3.768321119253810469e-02
3.825000000000000178e+00,5.755064456721936368e-04,4.591662395352826692e-03,9.096089777310219573e-03,3.449089495891639878e-02
3.875000000000000000e+00,3.139126067302846243e-04,4.431488125747456638e-03,8.383745397159345081e-03,3.490728403286679632e-02
3.925000000000000266e+00,4.708689100954311377e-04,4.538270972151050263e-03,8.876906891109972650e-03,3.261714412613824637e-02
3.975000000000000089e+00,4.185501423070498881e-04,3.310268238510177211e-03,6.520690864457326895e-03,2.748167888074626655e-02
4.025000000000000355e+00,2.615938389419061936e-04,3.417051084913731804e-03,6.246712256707019108e-03,3.081279147235187199e-02
4.075000000000000178e+00,3.139126067302818054e-04,3.897573893729655917e-03,5.972733648956604635e-03,2.699589162780329996e-02
4.125000000000000000e+00,2.092750711535249441e-04,3.790791047326170712e-03,5.479572155006156610e-03,2.630190983788594991e-02
4.175000000000000711e+00,1.046375355767624720e-04,3.150093968904846189e-03,5.260389268805910554e-03,2.366477903619817677e-02
4.224999999999999645e+00,2.092750711535249441e-04,2.616179736887075825e-03,4.164474837804679405e-03,2.428936264712422410e-02
4.275000000000000355e+00,1.046375355767624720e-04,2.776354006492406847e-03,5.041206382605664497e-03,1.991727737064186501e-02
4.325000000000000178e+00,1.569563033651409027e-04,2.829745429694133837e-03,4.493249167104969126e-03,1.908449922274012278e-02
4.375000000000000000e+00,5.231876778838123602e-05,2.135656928071082324e-03,3.452130457653878638e-03,1.922329558072403272e-02
4.425000000000000711e+00,1.046375355767624720e-04,2.135656928071082324e-03,4.054883394704555943e-03,1.693315567399517399e-02
4.474999999999999645e+00,5.231876778838123602e-05,1.548351272851534663e-03,3.835700508504309887e-03,1.478181212524988693e-02
4.525000000000000355e+00,5.231876778838123602e-05,1.868699812062196925e-03,3.068560406803447823e-03,1.485121030424167016e-02
4.575000000000000178e+00,1.569563033651409027e-04,1.494959849649730912e-03,4.000087673154423089e-03,1.381023761936467191e-02
4.625000000000000000e+00,0.000000000000000000e+00,1.334785580044426344e-03,2.630194634402955277e-03,1.242227403952924671e-02
4.675000000000000711e+00,1.046375355767624720e-04,8.542627712284329511e-04,2.301420305102585759e-03,1.332445036642243216e-02
4.724999999999999645e+00,0.000000000000000000e+00,1.121219887237318242e-03,2.575398912852893546e-03,1.089551410171001045e-02
4.775000000000000355e+00,0.000000000000000000e+00,9.610456176319699803e-04,2.411011748202666286e-03,1.124250499666872884e-02
4.825000000000001066e+00,5.231876778838123602e-05,8.542627712284329511e-04,1.917850254252154944e-03,9.507550521874338911e-03
4.875000000000000000e+00,0.000000000000000000e+00,7.474799248248789000e-04,2.027441697352277972e-03,8.466577836997586995e-03
4.925000000000000711e+00,0.000000000000000000e+00,8.008713480266558713e-04,1.698667368051908454e-03,8.466577836997586995e-03
4.974999999999999645e+00,5.231876778838123602e-05,6.940885016231017118e-04,1.698667368051908454e-03,8.813568731956504879e-03
5.025000000000000355e+00,5.231876778838030767e-05,1.067828464035522080e-03,1.589075924951757236e-03,6.801021541194662845e-03
5.075000000000001066e+00,0.000000000000000000e+00,4.805228088159935553e-04,1.150710152551292879e-03,5.482456140350896838e-03
5.125000000000000000e+00,0.000000000000000000e+00,5.339142320177705809e-04,1.205505874101354610e-03,6.454030646235865525e-03
5.175000000000000711e+00,0.000000000000000000e+00,3.737399624124394500e-04,9.863229879011083372e-04,8.050188763046885881e-03
5.224999999999999645e+00,5.231876778838123602e-05,5.339142320177705809e-04,1.260301595651416124e-03,7.703197868087967998e-03
5.275000000000000355e+00,0.000000000000000000e+00,3.203485392106566240e-04,1.260301595651393573e-03,7.841994226071395679e-03
5.325000000000001066e+00,5.231876778838123602e-05,3.203485392106623160e-04,7.671401017008619557e-04,7.564401510104401538e-03
5.375000000000000000e+00,0.000000000000000000e+00,1.067828464035541189e-04,7.671401017008619557e-04,6.315234288252298198e-03
5.425000000000000711e+00,0.000000000000000000e+00,3.203485392106623160e-04,7.671401017008619557e-04,6.176437930268731738e-03
5.474999999999999645e+00,0.000000000000000000e+00,1.067828464035541189e-04,1.041118709451169851e-03,5.551854319342680068e-03
5.525000000000000355e+00,0.000000000000000000e+00,4.805228088159849901e-04,5.479572155006059249e-04,6.870419720186444340e-03
5.575000000000001066e+00,0.000000000000000000e+00,1.601742696053311580e-04,4.931614939505541686e-04,6.384632467244082295e-03
5.625000000000000000e+00,0.000000000000000000e+00,1.067828464035541189e-04,4.931614939505541686e-04,5.898845214301597951e-03
5.675000000000000711e+00,0.000000000000000000e+00,1.067828464035541189e-04,3.835700508504309779e-04,5.066067066400195724e-03
5.724999999999999645e+00,0.000000000000000000e+00,1.601742696053311580e-04,3.287743293003694096e-04,5.274261603375546281e-03
5.775000000000000355e+00,0.000000000000000000e+00,1.601742696053283120e-04,2.191828862002423699e-04,4.649677992449412212e-03
5.825000000000001066e+00,0.000000000000000000e+00,2.135656928071082378e-04,4.383657724004925461e-04,5.135465245391978954e-03
5.875000000000000000e+00,0.000000000000000000e+00,1.067828464035541189e-04,2.191828862002462731e-04,5.621252498334463298e-03
5.925000000000000711e+00,0.000000000000000000e+00,1.601742696053311580e-04,2.191828862002462731e-04,4.372085276482360824e-03
5.974999999999999645e+00,0.000000000000000000e+00,5.339142320177705945e-05,1.095914431001231365e-04,4.996668887408412495e-03
6.025000000000000355e+00,0.000000000000000000e+00,1.067828464035522215e-04,1.643871646501817775e-04,3.331112591605549060e-03
6.075000000000001066e+00,0.000000000000000000e+00,5.339142320177705945e-05,2.739786077503078413e-04,4.510881634465927284e-03
6.125000000000000000e+00,0.000000000000000000e+00,1.067828464035541189e-04,2.191828862002462731e-04,3.816899844548092384e-03
6.175000000000000711e+00,0.000000000000000000e+00,1.067828464035541189e-04,2.191828862002462731e-04,3.539307128580958597e-03
6.224999999999999645e+00,5.231876778838123602e-05,1.067828464035541189e-04,1.095914431001231365e-04,2.984121696646690591e-03
6.275000000000000355e+00,0.000000000000000000e+00,1.067828464035522215e-04,0.000000000000000000e+00,3.747501665556242801e-03
6.325000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.637130801687773141e-03
6.375000000000000000e+00,0.000000000000000000e+00,1.067828464035541189e-04,5.479572155006156827e-05,2.151343548745288364e-03
6.425000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001231365e-04,2.428936264712422584e-03
6.474999999999999645e+00,0.000000000000000000e+00,5.339142320177705945e-05,5.479572155006156827e-05,2.220741727737072027e-03
6.525000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001211850e-04,2.775927159671290594e-03
6.575000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.479572155006156827e-05,2.220741727737072027e-03
6.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001231365e-04,2.012547190761721470e-03
6.675000000000000711e+00,0.000000000000000000e+00,5.339142320177705945e-05,5.479572155006156827e-05,2.151343548745288364e-03
6.724999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.479572155006156827e-05,2.012547190761721470e-03
6.775000000000000355e+00,0.000000000000000000e+00,1.601742696053283120e-04,5.479572155006059249e-05,2.220741727737032562e-03
6.825000000000001066e+00,0.000000000000000000e+00,1.067828464035541189e-04,0.000000000000000000e+00,2.567732622695989477e-03
6.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.095914431001231365e-04,1.596158116811020574e-03
6.925000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.479572155006156827e-05,1.526759937819237127e-03
6.974999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.804352653786370914e-03
7.025000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.665556295802774530e-03
7.075000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.596158116811020574e-03
7.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835670017e-03
7.175000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096185635e-04
7.224999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318565400843886570e-03
7.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.110370863868516281e-03
7.325000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096185635e-04
7.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.021763268931854568e-04
7.425000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179769042860319460e-03
7.474999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.633799689096185635e-04
7.525000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342581405e-04
7.575000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342680068e-04
7.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.857872529424845601e-04
7.675000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.327781479014020102e-04
7.724999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671340034e-04
7.775000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290703e-04
7.825000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163890739507010051e-04
7.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342680068e-04
7.925000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671340034e-04
7.974999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.857872529424845601e-04
8.025000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290703e-04
8.074999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.551854319342778730e-04
8.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
8.175000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290703e-04
8.225000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589236842e-04
8.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.163890739506936325e-04
8.324999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753542159e-04
8.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671290703e-04
8.425000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
8.475000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.525000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
8.574999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671389365e-04
8.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
8.675000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
8.725000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753542159e-04
8.775000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113243e-04
8.824999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753542159e-04
8.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469908949589113243e-04
8.925000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
8.975000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775927159671389365e-04
9.025000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
9.074999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753542159e-04
9.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
9.175000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081945369753468163e-04
9.225000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178473413e-05
9.275000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.324999999999999289e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835694683e-04
9.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
9.425000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
9.475000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178473413e-05
9.525000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
9.575000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
9.625000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.675000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.387963579835645351e-04
9.725000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178473413e-05
9.775000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
9.825000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.875000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.925000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.939817899178226757e-05
9.975000000000001421e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.007500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.012500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.017500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.022500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.027500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.032500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.037500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.042500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.047500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.052500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.057500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.062500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.067500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.072500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.077500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.082500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.087500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.092500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.097500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.102500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.117500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.122500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.127500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.132500000000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.137500000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.142500000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.147500000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.152500000000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
