time_ps,MSD_A2
64.35,3.32899
64.68,3.33494
65.01,3.34173
65.34,3.3477
65.67,3.35781
66,3.36507
66.33,3.37027
66.66,3.37439
66.99,3.37858
67.32,3.37955
67.65,3.38648
67.98,3.39547
68.31,3.40315
68.64,3.41129
68.97,3.42055
69.3,3.42652
69.63,3.42718
69.96,3.42827
70.29,3.43819
70.62,3.44253
70.95,3.44974
71.28,3.45675
71.61,3.46481
71.94,3.4743
72.27,3.47677
72.6,3.47978
72.93,3.48624
73.26,3.49713
73.59,3.50527
73.92,3.50737
74.25,3.5126
74.58,3.5142
74.91,3.52199
75.24,3.52664
75.57,3.53303
75.9,3.54038
76.23,3.54445
76.56,3.54922
76.89,3.55338
77.22,3.55846
77.55,3.56359
77.88,3.57386
78.21,3.57642
78.54,3.58021
78.87,3.58568
79.2,3.59493
79.53,3.60127
79.86,3.60374
80.19,3.60711
80.52,3.61393
80.85,3.62043
81.18,3.62507
81.51,3.63088
81.84,3.63312
82.17,3.64063
82.5,3.64071
82.83,3.64353
83.16,3.64567
83.49,3.65199
83.82,3.6562
84.15,3.66398
84.48,3.66986
84.81,3.67955
85.14,3.69038
85.47,3.69386
85.8,3.69374
86.13,3.69972
86.46,3.69938
86.79,3.70694
87.12,3.71148
87.45,3.72236
87.78,3.73217
88.11,3.73391
88.44,3.73993
88.77,3.74501
89.1,3.74666
89.43,3.74982
89.76,3.75296
90.09,3.76078
90.42,3.75961
90.75,3.75979
91.08,3.75922
91.41,3.7562
91.74,3.75966
92.07,3.76401
92.4,3.77532
92.73,3.78363
93.06,3.78824
93.39,3.79392
93.72,3.79997
94.05,3.80681
94.38,3.80839
94.71,3.80894
95.04,3.81107
95.37,3.81446
95.7,3.81881
96.03,3.82822
96.36,3.83568
96.69,3.84244
97.02,3.85223
97.35,3.86139
97.68,3.86922
98.01,3.87489
98.34,3.88431
98.67,3.89209
99,3.89555
99.33,3.89782
99.66,3.89921
99.99,3.9042
100.32,3.91379
100.65,3.92272
100.98,3.92924
101.31,3.93825
101.64,3.94485
101.97,3.9541
102.3,3.96178
102.63,3.96398
102.96,3.9682
103.29,3.97537
103.62,3.98428
103.95,3.98557
104.28,3.99119
104.61,3.99952
104.94,4.00275
105.27,4.01117
105.6,4.01796
105.93,4.02347
106.26,4.02521
106.59,4.02925
106.92,4.02755
107.25,4.03022
107.58,4.02929
107.91,4.04024
108.24,4.04405
108.57,4.04932
108.9,4.05786
109.23,4.0628
109.56,4.06905
109.89,4.07615
110.22,4.08157
110.55,4.09145
110.88,4.09042
111.21,4.08873
111.54,4.09425
111.87,4.10186
112.2,4.10606
112.53,4.11123
112.86,4.11714
113.19,4.12588
113.52,4.12758
113.85,4.12969
114.18,4.13239
114.51,4.13837
114.84,4.14182
115.17,4.14062
115.5,4.14569
115.83,4.15251
116.16,4.15409
116.49,4.1581
116.82,4.16337
117.15,4.17323
117.48,4.18382
117.81,4.18848
118.14,4.19292
118.47,4.19853
118.8,4.20351
119.13,4.20896
119.46,4.21459
119.79,4.22273
120.12,4.22422
120.45,4.22756
120.78,4.22711
121.11,4.23027
121.44,4.23309
121.77,4.22988
122.1,4.23828
122.43,4.24359
122.76,4.25371
123.09,4.2662
123.42,4.27362
123.75,4.27272
124.08,4.27222
124.41,4.27543
124.74,4.27981
125.07,4.28776
125.4,4.29134
125.73,4.29423
126.06,4.30254
126.39,4.3089
126.72,4.31503
127.05,4.32252
127.38,4.32518
127.71,4.33068
128.04,4.33298
128.37,4.33417
128.7,4.3377
129.03,4.34674
129.36,4.35046
129.69,4.35871
130.02,4.36534
130.35,4.36624
130.68,4.36729
131.01,4.37513
131.34,4.37735
131.67,4.38206
132,4.38864
132.33,4.39477
132.66,4.40024
132.99,4.40744
133.32,4.40974
133.65,4.41683
133.98,4.42062
134.31,4.4321
134.64,4.43637
134.97,4.43573
135.3,4.44008
135.63,4.44226
135.96,4.44647
136.29,4.44759
136.62,4.45912
136.95,4.46025
137.28,4.46169
137.61,4.4712
137.94,4.47984
138.27,4.4908
138.6,4.50043
138.93,4.50899
139.26,4.51276
139.59,4.51407
139.92,4.51746
140.25,4.51331
140.58,4.5166
140.91,4.51249
141.24,4.5166
141.57,4.52398
141.9,4.52971
142.23,4.53349
142.56,4.53773
142.89,4.54339
143.22,4.54446
143.55,4.54745
143.88,4.54886
144.21,4.55212
144.54,4.55078
144.87,4.55015
145.2,4.55205
145.53,4.55507
145.86,4.56389
146.19,4.5753
146.52,4.58692
146.85,4.59375
147.18,4.59941
147.51,4.59835
147.84,4.60185
148.17,4.60719
148.5,4.60848
148.83,4.61981
149.16,4.62316
149.49,4.6268
149.82,4.63017
150.15,4.63242
150.48,4.63757
150.81,4.64544
151.14,4.64954
151.47,4.64754
151.8,4.65156
152.13,4.65843
152.46,4.66531
152.79,4.67221
153.12,4.67565
153.45,4.68424
153.78,4.68486
154.11,4.69028
154.44,4.69121
154.77,4.69551
155.1,4.70066
155.43,4.70195
155.76,4.70893
156.09,4.70684
156.42,4.70616
156.75,4.70892
157.08,4.70973
157.41,4.71595
157.74,4.72693
158.07,4.73108
158.4,4.73353
158.73,4.73728
159.06,4.74427
159.39,4.74929
159.72,4.7555
160.05,4.76649
160.38,4.77739
160.71,4.78233
161.04,4.78455
161.37,4.78695
161.7,4.78855
162.03,4.78704
162.36,4.79186
162.69,4.80064
163.02,4.80185
163.35,4.80292
163.68,4.80562
164.01,4.81317
164.34,4.80641
164.67,4.81864
165,4.81734
165.33,4.8211
165.66,4.82562
165.99,4.83092
166.32,4.82791
166.65,4.82972
166.98,4.83388
167.31,4.83553
167.64,4.83565
167.97,4.83627
168.3,4.83785
168.63,4.84088
168.96,4.84448
169.29,4.84649
169.62,4.85502
169.95,4.85525
170.28,4.85211
170.61,4.84462
170.94,4.84179
171.27,4.84235
171.6,4.8403
171.93,4.84643
172.26,4.85483
172.59,4.87098
172.92,4.87004
173.25,4.87507
173.58,4.8799
173.91,4.88762
174.24,4.88773
174.57,4.8924
174.9,4.89324
175.23,4.90204
175.56,4.90675
175.89,4.91161
176.22,4.92143
176.55,4.92035
176.88,4.92079
177.21,4.9257
177.54,4.92769
177.87,4.92924
178.2,4.93483
178.53,4.93647
178.86,4.94233
179.19,4.94461
179.52,4.94801
179.85,4.95588
180.18,4.96134
180.51,4.96798
180.84,4.96844
181.17,4.97312
181.5,4.98069
181.83,4.9881
182.16,4.99165
182.49,4.99635
182.82,4.99956
183.15,5.00117
183.48,4.9992
183.81,5.00357
184.14,5.00738
184.47,5.01247
184.8,5.01783
185.13,5.01623
185.46,5.01094
185.79,5.01103
186.12,5.0112
186.45,5.01435
186.78,5.01521
187.11,5.00964
187.44,5.011
187.77,5.01698
188.1,5.0208
188.43,5.02456
188.76,5.03139
189.09,5.02866
189.42,5.02992
189.75,5.02918
190.08,5.03675
190.41,5.03681
190.74,5.03494
191.07,5.03803
191.4,5.0446
191.73,5.04584
192.06,5.04704
192.39,5.03995
192.72,5.03803
193.05,5.03574
193.38,5.02524
193.71,5.02308
194.04,5.02345
194.37,5.01755
194.7,5.01773
195.03,5.02616
195.36,5.03248
195.69,5.02851
196.02,5.03167
196.35,5.0326
196.68,5.02996
197.01,5.03283
197.34,5.03561
197.67,5.03884
198,5.048
198.33,5.04625
198.66,5.03943
198.99,5.0372
199.32,5.0373
199.65,5.03877
199.98,5.04976
200.31,5.05714
200.64,5.06549
200.97,5.06923
201.3,5.06537
201.63,5.06749
201.96,5.06161
202.29,5.0578
202.62,5.0505
202.95,5.0549
203.28,5.05533
203.61,5.06154
203.94,5.05975
204.27,5.06491
204.6,5.07054
204.93,5.07638
205.26,5.07799
205.59,5.08368
205.92,5.08262
206.25,5.07768
206.58,5.07409
206.91,5.07616
207.24,5.08389
207.57,5.09306
207.9,5.09954
208.23,5.10622
208.56,5.11587
208.89,5.11514
209.22,5.12021
209.55,5.12407
209.88,5.12565
210.21,5.13401
210.54,5.13659
210.87,5.14007
211.2,5.1438
211.53,5.14796
211.86,5.15396
212.19,5.16339
212.52,5.17408
212.85,5.18359
213.18,5.18586
213.51,5.18753
213.84,5.19052
214.17,5.19656
214.5,5.20003
214.83,5.20498
215.16,5.20821
215.49,5.20884
215.82,5.21413
216.15,5.21502
216.48,5.22434
216.81,5.2311
217.14,5.23914
217.47,5.24144
217.8,5.24921
218.13,5.25824
218.46,5.27112
218.79,5.2703
219.12,5.26867
219.45,5.26683
219.78,5.27081
220.11,5.28168
220.44,5.28024
220.77,5.27813
221.1,5.28846
221.43,5.29433
221.76,5.30054
222.09,5.31015
222.42,5.31725
222.75,5.31397
223.08,5.31212
223.41,5.31082
223.74,5.31403
224.07,5.31572
224.4,5.32318
224.73,5.32124
225.06,5.32668
225.39,5.33545
225.72,5.33617
226.05,5.34432
226.38,5.35658
226.71,5.35635
227.04,5.35598
227.37,5.3579
227.7,5.36283
228.03,5.36053
228.36,5.36283
228.69,5.36401
229.02,5.38029
229.35,5.38635
229.68,5.39662
230.01,5.4095
230.34,5.42295
230.67,5.43441
231,5.4331
231.33,5.42713
231.66,5.42469
231.99,5.42448
232.32,5.43405
232.65,5.44174
232.98,5.44636
233.31,5.45367
233.64,5.4587
233.97,5.46747
234.3,5.4784
234.63,5.48575
234.96,5.49198
235.29,5.49934
235.62,5.49834
235.95,5.51096
236.28,5.51279
236.61,5.52029
236.94,5.52599
237.27,5.52316
237.6,5.53334
237.93,5.53645
238.26,5.53691
238.59,5.54148
238.92,5.54841
239.25,5.55184
239.58,5.54964
239.91,5.55237
240.24,5.55262
240.57,5.55613
240.9,5.55776
241.23,5.57108
241.56,5.57679
241.89,5.57747
242.22,5.57715
242.55,5.57231
242.88,5.57206
243.21,5.56366
243.54,5.56168
243.87,5.55901
244.2,5.55092
244.53,5.54648
244.86,5.54899
245.19,5.55407
245.52,5.56405
245.85,5.5627
246.18,5.56765
246.51,5.57552
246.84,5.58134
247.17,5.59329
247.5,5.5923
247.83,5.59115
248.16,5.59398
248.49,5.59925
248.82,5.60484
249.15,5.60737
249.48,5.60805
249.81,5.60824
250.14,5.61359
250.47,5.61972
250.8,5.62472
251.13,5.63392
251.46,5.6414
251.79,5.64503
252.12,5.65256
252.45,5.66069
252.78,5.66347
253.11,5.67407
253.44,5.67943
253.77,5.68151
254.1,5.68622
254.43,5.67865
254.76,5.68269
255.09,5.68635
255.42,5.7023
255.75,5.71945
256.08,5.71052
256.41,5.71513
256.74,5.72216
257.07,5.73082
257.4,5.72866
257.73,5.72308
258.06,5.72846
258.39,5.74355
258.72,5.73904
259.05,5.7405
259.38,5.74411
259.71,5.75142
260.04,5.75156
260.37,5.7556
260.7,5.76795
261.03,5.78311
261.36,5.79433
261.69,5.80642
262.02,5.81708
262.35,5.82099
262.68,5.82328
263.01,5.81947
263.34,5.82594
263.67,5.82572
264,5.84093
264.33,5.85623
264.66,5.86198
264.99,5.87099
265.32,5.87946
265.65,5.88435
265.98,5.88509
266.31,5.88745
266.64,5.88884
266.97,5.88887
267.3,5.88707
267.63,5.88947
267.96,5.8949
268.29,5.90348
268.62,5.91804
268.95,5.92764
269.28,5.93431
269.61,5.92522
269.94,5.93584
270.27,5.93927
270.6,5.95246
270.93,5.96576
271.26,5.97695
271.59,5.99099
271.92,6.00584
272.25,6.02221
272.58,6.03191
272.91,6.03342
273.24,6.04263
273.57,6.05367
273.9,6.06426
274.23,6.07658
274.56,6.08052
274.89,6.09732
275.22,6.10897
275.55,6.11896
275.88,6.13704
276.21,6.143
276.54,6.15277
276.87,6.16119
277.2,6.1661
277.53,6.18424
277.86,6.20182
278.19,6.21572
278.52,6.2295
278.85,6.22759
279.18,6.24734
279.51,6.25977
279.84,6.27864
280.17,6.27953
280.5,6.29337
280.83,6.30633
281.16,6.30979
281.49,6.31956
281.82,6.31958
282.15,6.3295
282.48,6.34863
282.81,6.37042
283.14,6.38746
283.47,6.39843
283.8,6.39359
284.13,6.40885
284.46,6.40582
284.79,6.42048
285.12,6.44406
285.45,6.44917
285.78,6.45735
286.11,6.45449
286.44,6.45948
286.77,6.46958
287.1,6.47465
287.43,6.47609
287.76,6.47682
288.09,6.48154
288.42,6.49383
288.75,6.50466
289.08,6.51094
289.41,6.52448
289.74,6.54013
290.07,6.55656
290.4,6.54781
290.73,6.54104
291.06,6.5536
291.39,6.56885
291.72,6.58569
292.05,6.59542
292.38,6.61579
292.71,6.61235
293.04,6.63798
293.37,6.6489
293.7,6.65961
294.03,6.67865
294.36,6.69724
294.69,6.70701
295.02,6.71681
295.35,6.73181
295.68,6.74571
296.01,6.75152
296.34,6.78686
296.67,6.79111
297,6.79801
297.33,6.79662
297.66,6.81064
297.99,6.82287
298.32,6.83636
298.65,6.83907
298.98,6.84833
299.31,6.86595
299.64,6.86813
299.97,6.88852
300.3,6.91651
300.63,6.92773
