time_ps,T_K,P_GPa,PE_eV_atom,rho_g_cm3
3.100000000000000089e+00,8.621154601299999740e+02,1.966840717636666458e-01,-4.760565440677082982e+00,1.520065991718242415e+00
3.150000000000000355e+00,8.802672948900000165e+02,-6.136829617233333090e-02,-4.765477485416666603e+00,1.506737784434583061e+00
3.200000000000000178e+00,8.650381301200000053e+02,-1.770059052016666745e-01,-4.764743622500000164e+00,1.495646591005543868e+00
3.250000000000000000e+00,9.463698185299999750e+02,-9.388975613866668013e-02,-4.774716042187500342e+00,1.489488860006297211e+00
3.300000000000000266e+00,9.030148173300000281e+02,9.042358938999998930e-02,-4.768894036458333652e+00,1.486376290078371243e+00
3.350000000000000089e+00,9.036528223399999433e+02,2.267564814000000081e-02,-4.768481332864583422e+00,1.480640564911992474e+00
3.400000000000000355e+00,8.476571780000000444e+02,-8.943719192000000595e-02,-4.759050241510416335e+00,1.475787001299224910e+00
3.450000000000000178e+00,1.010612544999999955e+03,-9.028308493000003487e-02,-4.773662912239583278e+00,1.476156289374889408e+00
3.500000000000000000e+00,9.913579946400000154e+02,3.127709797966666816e-01,-4.766620781822916264e+00,1.477057143938954376e+00
3.550000000000000266e+00,9.374905107499999986e+02,-1.696433067966666430e-01,-4.758144613020832914e+00,1.468523187277527731e+00
3.600000000000000089e+00,9.798083433199999490e+02,5.076541464533333020e-02,-4.764211944374999952e+00,1.460090865060951204e+00
3.650000000000000355e+00,8.904803730600000335e+02,-2.270090356833333323e-01,-4.757815232552083273e+00,1.452231184273084175e+00
3.700000000000000178e+00,9.229269110799999680e+02,-5.794288252333334999e-02,-4.770063515572917190e+00,1.449809092448950620e+00
3.750000000000000000e+00,8.770435362900000200e+02,-9.272600956666663188e-03,-4.771743026666666943e+00,1.448242099398292959e+00
3.800000000000000266e+00,8.942600881199999776e+02,2.248151172263333220e-01,-4.777253574739583009e+00,1.446557576828746861e+00
3.850000000000000089e+00,8.674985879500000010e+02,-1.975088494403333395e-01,-4.773534019739583023e+00,1.440424525921958354e+00
3.900000000000000355e+00,8.431457334200000560e+02,-1.785647979766666893e-01,-4.767466073072916366e+00,1.438522516961353803e+00
3.950000000000000178e+00,8.445291107199999487e+02,4.318641805933333688e-01,-4.764010866354166929e+00,1.441826461865526099e+00
4.000000000000000000e+00,9.164961835200000451e+02,-2.981114085566666794e-01,-4.770022108385416182e+00,1.440278009572707907e+00
4.049999999999999822e+00,9.243104379699999527e+02,2.004561503593333127e-01,-4.771226346458333545e+00,1.444797998884290058e+00
4.100000000000000533e+00,9.189394911299999649e+02,5.674710479866665880e-01,-4.772641617291666805e+00,1.442215460977157360e+00
4.150000000000000355e+00,9.128133462700000109e+02,-2.972979645280000027e-01,-4.773570006302083613e+00,1.427027178343136748e+00
4.200000000000000178e+00,8.721683041000000003e+02,1.674881762556666709e-01,-4.770159884531250505e+00,1.418561832889959629e+00
4.250000000000000000e+00,8.625746530000000121e+02,-8.860235935713332844e-02,-4.771852271145832880e+00,1.410689203335240727e+00
4.299999999999999822e+00,8.572785899900000004e+02,-2.947943745333333476e-01,-4.773466528229167061e+00,1.403740770995009157e+00
4.350000000000000533e+00,8.598340990399999555e+02,7.315874633333380736e-04,-4.776522633593749845e+00,1.405379137748099749e+00
4.400000000000000355e+00,8.643521142099999679e+02,-8.870759365533333052e-02,-4.779331609583333140e+00,1.408088689211216105e+00
4.450000000000000178e+00,8.179716128300000264e+02,2.146540429190000321e-01,-4.775209231406249977e+00,1.411919698362801734e+00
4.500000000000000000e+00,8.331003839300000209e+02,1.836671786766666814e-01,-4.776463971718750479e+00,1.412245603243323044e+00
4.549999999999999822e+00,8.603244626700000026e+02,-1.801222162866666920e-01,-4.775664861041666320e+00,1.408388374432662182e+00
4.600000000000000533e+00,8.523586226899999474e+02,2.052569991100000324e-01,-4.766213334583333072e+00,1.408416092033113909e+00
4.650000000000000355e+00,9.413121161999999913e+02,3.381939253299999781e-01,-4.770117198124999902e+00,1.403218167188220011e+00
4.700000000000000178e+00,8.662334020299999793e+02,-1.775324768716666501e-01,-4.758155086510416076e+00,1.390108813013677613e+00
4.750000000000000000e+00,9.150820863100000224e+02,-1.460551555766666509e-01,-4.764034146406250336e+00,1.381633913912976075e+00
4.800000000000000711e+00,9.050455813099999887e+02,-1.722553520123333293e-01,-4.763372734791667007e+00,1.379037529974943999e+00
4.850000000000000533e+00,8.976774517000000060e+02,-3.495231250399999379e-02,-4.762962721718749570e+00,1.380172168035827651e+00
4.900000000000000355e+00,9.096748949999999923e+02,-2.125872742580000307e-01,-4.764682647239583346e+00,1.383290636750239111e+00
4.950000000000000178e+00,9.404873692400000209e+02,-4.021620491266666986e-02,-4.767865393645833727e+00,1.391165068908018609e+00
5.000000000000000000e+00,9.746906148199999507e+02,-8.564653153999998714e-03,-4.771100145520833280e+00,1.399477915726294208e+00
5.050000000000000711e+00,9.615180670600000212e+02,2.963524570366666278e-01,-4.768705103541666546e+00,1.406213408350580840e+00
5.100000000000000533e+00,9.835273100000000568e+02,-2.024215112766666602e-01,-4.773158079375000362e+00,1.405701115125353562e+00
5.150000000000000355e+00,9.059627775799999654e+02,1.209071795363333424e-01,-4.769341821250000280e+00,1.405015428058568050e+00
5.200000000000000178e+00,8.272854031800000030e+02,1.016927040893333273e-01,-4.767525717031250387e+00,1.401756908567700632e+00
5.250000000000000000e+00,8.410810588199999529e+02,-2.815389643139999953e-01,-4.773005352812499602e+00,1.401325806261461082e+00
5.300000000000000711e+00,9.119133908100000099e+02,2.295600372353333307e-01,-4.782285237031250524e+00,1.406822221033811049e+00
5.350000000000000533e+00,9.090788030300000173e+02,-6.972322467399999502e-02,-4.782115753645833856e+00,1.404859697223265647e+00
5.400000000000000355e+00,8.926672745900000336e+02,2.323834297800000115e-01,-4.778897137343750323e+00,1.401257398057115466e+00
5.450000000000000178e+00,8.826904303400000344e+02,7.712281787999999971e-02,-4.773812973697916462e+00,1.391767877015808175e+00
5.500000000000000000e+00,9.303220246199999792e+02,-1.965234942450666544e-01,-4.769769627708333459e+00,1.378554127204312030e+00
5.550000000000000711e+00,9.281906814100000247e+02,1.413108210166666712e-01,-4.760441496614583379e+00,1.367706896791742732e+00
5.600000000000000533e+00,8.969546686500000305e+02,9.720656030066665565e-02,-4.751968630260416937e+00,1.354672924190927663e+00
5.650000000000000355e+00,9.808168328499999689e+02,-3.737642153526666428e-02,-4.760284005416666631e+00,1.339059935083316333e+00
5.700000000000000178e+00,9.701775366699999950e+02,-2.385178963060000379e-01,-4.761144473177083114e+00,1.322237932793037363e+00
5.750000000000000000e+00,9.508195062500000176e+02,-1.049210111810000151e-01,-4.764264907500000312e+00,1.311708428662840875e+00
5.800000000000000711e+00,8.968931734599999572e+02,-5.193879539176666366e-02,-4.762288428489583225e+00,1.304689953890806553e+00
5.850000000000000533e+00,8.606774749300000167e+02,-2.323462031240000267e-02,-4.758567105989583546e+00,1.299619148988453654e+00
5.900000000000000355e+00,9.348365992200000392e+02,-8.990525868433334178e-02,-4.766894420833333257e+00,1.297363508222255879e+00
5.950000000000000178e+00,9.118163777199999913e+02,-1.197913995703333151e-01,-4.764776951979166952e+00,1.295987728321526644e+00
6.000000000000000000e+00,8.407870084099999985e+02,1.113010633000001935e-02,-4.758965417031249423e+00,1.299612720921605957e+00
6.050000000000000711e+00,9.137855801599999950e+02,2.051602464566666673e-01,-4.771186806614583276e+00,1.304666686977686396e+00
6.100000000000000533e+00,8.801064223299999867e+02,-1.337818903063333342e-01,-4.772905178645832969e+00,1.304945905717549870e+00
6.150000000000000355e+00,8.060840148500000168e+02,-6.430855784963333821e-02,-4.769626657447916251e+00,1.307198006556962167e+00
6.200000000000000178e+00,8.621355279000000564e+02,1.153884831999999914e-03,-4.778654025833333208e+00,1.310895959046455062e+00
6.250000000000000000e+00,9.312942880599999853e+02,2.520071243919999593e-01,-4.785466706145833804e+00,1.312533146030943065e+00
6.300000000000000711e+00,8.686899902599999450e+02,-3.160907590300000014e-01,-4.772332320156249530e+00,1.309523012773381234e+00
6.350000000000000533e+00,9.414874214500000562e+02,3.747354168233332783e-01,-4.769770199531250476e+00,1.310925362375117587e+00
6.400000000000000355e+00,9.010166520499999478e+02,-1.342894301410000046e-01,-4.757459481197916951e+00,1.303143289783973868e+00
6.450000000000000178e+00,9.160222470700000486e+02,3.094292695766666657e-01,-4.756522489375000440e+00,1.297509355191749592e+00
6.500000000000000000e+00,8.791537790400000176e+02,-6.827093956299999655e-02,-4.753164244895833335e+00,1.287603288075243713e+00
6.550000000000000711e+00,9.491425798999999870e+02,1.495024297099999677e-01,-4.765358596979166528e+00,1.276549279467649844e+00
6.600000000000000533e+00,8.970181100500000184e+02,7.177817861000000861e-03,-4.766863178906249665e+00,1.262359976280220009e+00
6.650000000000000355e+00,8.528226423400000158e+02,-9.935971863866666087e-02,-4.767761320052083640e+00,1.248167712267300056e+00
6.700000000000000178e+00,7.736015122500000416e+02,-8.985677493253334258e-02,-4.759914108229167162e+00,1.237395834741882306e+00
6.750000000000000000e+00,8.192690240199999607e+02,-7.053753836303333635e-02,-4.763491116927083269e+00,1.228633808134544037e+00
6.800000000000000711e+00,8.574228280600000289e+02,-2.526685422933332981e-01,-4.765004204010416800e+00,1.223158217728839370e+00
6.850000000000000533e+00,8.920340854099999888e+02,2.600311405899999873e-01,-4.766564423072916945e+00,1.224468370399419692e+00
6.900000000000000355e+00,9.206476959699999725e+02,1.950954812000000801e-02,-4.769199429114583388e+00,1.223979413477024991e+00
6.950000000000000178e+00,9.086717734500000461e+02,-1.266784829489999986e-01,-4.767797023906250153e+00,1.219718658161675018e+00
7.000000000000000000e+00,8.950148861200000283e+02,8.833026736366667020e-02,-4.764747714635416465e+00,1.215199814037640103e+00
7.050000000000000711e+00,9.380899794099999554e+02,-3.441229989066666578e-02,-4.768836064531249974e+00,1.209614914745769099e+00
7.100000000000000533e+00,9.093197417400000404e+02,-4.632052628666666338e-02,-4.764857842604166116e+00,1.200986290083986496e+00
7.150000000000000355e+00,8.770727906099999700e+02,1.032603459349999975e-01,-4.761834100312499984e+00,1.190500130875876472e+00
7.200000000000000178e+00,8.327433061399999588e+02,-1.669804895099999964e-01,-4.757817735625000211e+00,1.178022353856102100e+00
7.250000000000000000e+00,8.934928811900000483e+02,-5.327419796466667523e-02,-4.766555649999999922e+00,1.168062071768596777e+00
7.300000000000000711e+00,9.297726830799999789e+02,-7.365324573900000615e-02,-4.773808043177083071e+00,1.159163038724678074e+00
7.350000000000000533e+00,8.474822226300000239e+02,-2.082089921299999924e-01,-4.768066298177083162e+00,1.152010060901119681e+00
7.400000000000000355e+00,8.425825509400000328e+02,-6.416286006289999289e-02,-4.768598632135416793e+00,1.147584374386739992e+00
7.450000000000000178e+00,9.454169222100000525e+02,-1.167212475259999938e-01,-4.778487928489583147e+00,1.146334126835041101e+00
7.500000000000000000e+00,8.721479937100000370e+02,9.424043349100001687e-02,-4.764970403489583894e+00,1.146961897582515766e+00
7.550000000000000711e+00,9.089169644999999491e+02,-1.660266618786666593e-01,-4.763104275260416465e+00,1.147113856286359423e+00
7.600000000000000533e+00,9.660341461199999458e+02,4.249007642099999482e-01,-4.763626747395833583e+00,1.149999582541478160e+00
7.650000000000000355e+00,8.983076010800000404e+02,-2.851584963666666805e-01,-4.753323286093750433e+00,1.142059942346389523e+00
7.700000000000000178e+00,9.042829299999999648e+02,2.303852813466667968e-02,-4.754725253229167059e+00,1.138306710494434881e+00
7.750000000000000000e+00,9.414429133500000262e+02,-3.622233536066667148e-02,-4.763568831562499994e+00,1.135503228578448542e+00
7.800000000000000711e+00,9.123111415500000021e+02,1.583598107786666487e-01,-4.768304738177083557e+00,1.134100016633911689e+00
7.850000000000000533e+00,9.360338439600000129e+02,-1.184548024923333109e-01,-4.780648077656249662e+00,1.128425854915058091e+00
7.900000000000000355e+00,8.661660963399999673e+02,-8.256230679733334021e-02,-4.776122700260416742e+00,1.123350944866534196e+00
7.950000000000000178e+00,8.601083652400000119e+02,-1.861213604066666860e-01,-4.776414929010416976e+00,1.123363196885632131e+00
8.000000000000000000e+00,8.451115454499999942e+02,1.016564874256666723e-01,-4.773620766666666348e+00,1.129049469807668071e+00
8.050000000000000711e+00,8.439405684800000245e+02,-5.002003329433333395e-02,-4.770153416145833880e+00,1.134285946288551283e+00
8.099999999999999645e+00,8.623830265000000281e+02,3.034499149966666809e-01,-4.768068974479166222e+00,1.141340906831418645e+00
8.150000000000000355e+00,9.230089876299999787e+02,1.453010858519999948e-01,-4.770436452552083040e+00,1.142817933062392433e+00
8.200000000000001066e+00,9.591841454799999838e+02,1.869151047533333665e-01,-4.771546099947916453e+00,1.138500669532291898e+00
8.250000000000000000e+00,9.321697409700000208e+02,-5.736455716666662326e-03,-4.768752902447916497e+00,1.128930990274810364e+00
8.300000000000000711e+00,9.013467507799999794e+02,8.112571746160000818e-02,-4.769006182500000079e+00,1.117485697450450566e+00
8.349999999999999645e+00,8.222064652200000410e+02,1.836818766366666578e-01,-4.766416799895833556e+00,1.105445940863192700e+00
8.400000000000000355e+00,8.130770657299999584e+02,-1.221802991939999888e-01,-4.770931517656250342e+00,1.091315164486839073e+00
8.450000000000001066e+00,8.709309775200000558e+02,7.630578298866666498e-02,-4.779785765156249866e+00,1.079731620421827687e+00
8.500000000000000000e+00,8.678849574399999938e+02,-2.776815167799999706e-01,-4.776838589270833602e+00,1.067243621067513581e+00
8.550000000000000711e+00,9.441991308000000345e+02,9.146792386733332281e-02,-4.778236156302082982e+00,1.061484598105640886e+00
8.599999999999999645e+00,9.078500393199999507e+02,1.201120982926666692e-01,-4.765192308125000054e+00,1.052042765385902356e+00
8.650000000000000355e+00,8.863752618500000153e+02,-2.191344887493333060e-01,-4.756584079322916381e+00,1.037492167983460112e+00
8.700000000000001066e+00,9.826498183800000561e+02,7.999321245813333092e-02,-4.766494266927083778e+00,1.026858603364057210e+00
8.750000000000000000e+00,8.773214062900000272e+02,-1.518348496933333291e-01,-4.753630111666666380e+00,1.014440295532432756e+00
8.800000000000000711e+00,9.418804102499999544e+02,-1.376669571266666593e-02,-4.761334879947916932e+00,1.005039903310819938e+00
8.849999999999999645e+00,9.256934282700000267e+02,-3.435141963333333132e-02,-4.760287488749999518e+00,9.984432080504712648e-01
8.900000000000000355e+00,9.253938237300000083e+02,6.406217843642666998e-02,-4.764569212395833198e+00,9.948881375116589432e-01
8.950000000000001066e+00,8.861176007499999514e+02,3.221790150133332226e-02,-4.764424498697916732e+00,9.920702630738301719e-01
9.000000000000000000e+00,9.198296473999999989e+02,1.360504755533333554e-01,-4.771247385625000170e+00,9.901284923281127304e-01
9.050000000000000711e+00,9.173593180499999562e+02,-1.722607235889999922e-01,-4.772243252083333331e+00,9.873068095492014695e-01
9.099999999999999645e+00,8.689233262400000513e+02,-8.282933774333332833e-02,-4.766949230208333610e+00,9.884806459284760649e-01
9.150000000000000355e+00,9.546220081200000322e+02,-1.521999255933333128e-02,-4.777547863385416704e+00,9.917395768737300443e-01
9.200000000000001066e+00,8.589274341799999775e+02,5.807487462999999517e-02,-4.766688570677083625e+00,9.953314675770054132e-01
9.250000000000000000e+00,9.376728007499999649e+02,1.363416007446666689e-01,-4.777270793749999633e+00,9.972058125233808079e-01
9.300000000000000711e+00,9.548588351099999727e+02,-2.470584772066666823e-02,-4.780249910677083491e+00,9.959212372135859415e-01
9.349999999999999645e+00,8.542295646799999531e+02,-1.318542906803333581e-01,-4.770146441354166988e+00,9.947329443471932819e-01
9.400000000000000355e+00,8.381005133700000442e+02,1.634385275600000187e-01,-4.769636704583333220e+00,9.955352195802077420e-01
9.450000000000001066e+00,8.886018087100000002e+02,-4.094977716599999817e-02,-4.774168169062499523e+00,9.941938606142083357e-01
9.500000000000000000e+00,9.091336654499999668e+02,1.829923102513333344e-01,-4.773058706458333411e+00,9.926633786234632106e-01
9.550000000000000711e+00,8.202036258900000121e+02,-1.868159653880000215e-01,-4.756665620364583624e+00,9.877815510184531078e-01
9.600000000000001421e+00,9.377286745899999687e+02,1.320162698073333307e-01,-4.764514158385416920e+00,9.868618450440831413e-01
9.650000000000000355e+00,9.426313615399999435e+02,-1.973893424319999867e-01,-4.761448596302083835e+00,9.861080625890576989e-01
9.700000000000001066e+00,9.432187582499999507e+02,-7.339532550866667560e-02,-4.761532533802083300e+00,9.892292971629910170e-01
9.750000000000000000e+00,8.906093497099999468e+02,-2.026704825733333382e-01,-4.759200680260416760e+00,9.936474092748490694e-01
9.800000000000000711e+00,8.315542989199999511e+02,-3.830864786833333008e-02,-4.763600529062499866e+00,1.003619238396756819e+00
9.850000000000001421e+00,8.477779561099999910e+02,-2.383484730776666560e-02,-4.774410135104166564e+00,1.017422245533141423e+00
9.900000000000000355e+00,8.457203416400000151e+02,2.780341294099999971e-01,-4.776047201718749413e+00,1.031197228721149495e+00
9.950000000000001066e+00,8.809735918999999740e+02,-3.054039766666664327e-03,-4.778976143281250089e+00,1.037035803370169873e+00
1.000000000000000000e+01,8.760794311399999970e+02,-8.503597641366666959e-02,-4.776249524270833824e+00,1.041138671409874705e+00
1.005000000000000071e+01,8.923584482200000139e+02,2.721959953033333268e-01,-4.774699697760416583e+00,1.045997972674214349e+00
1.010000000000000142e+01,8.645821725800000195e+02,-8.833398761733335380e-02,-4.767391926041666395e+00,1.044485970952964360e+00
1.015000000000000036e+01,9.293908106200000248e+02,7.372516971066667146e-02,-4.770444689687500350e+00,1.043211862406693502e+00
1.020000000000000107e+01,9.281400345399999878e+02,7.940279929100001188e-02,-4.765358506718750498e+00,1.039080298937777203e+00
1.025000000000000000e+01,8.659970295499999793e+02,-6.808417305033333256e-02,-4.754887155156249712e+00,1.034461090686746187e+00
1.030000000000000071e+01,9.489836352800000441e+02,-4.697497241569999898e-02,-4.763687082135416695e+00,1.032791220997864690e+00
1.035000000000000142e+01,9.355009491700000126e+02,-3.114735247866666779e-01,-4.761983823333333810e+00,1.034804737734995594e+00
1.040000000000000036e+01,9.279186962899999571e+02,2.300391698666666984e-01,-4.763031840885417090e+00,1.044146643263148322e+00
1.045000000000000107e+01,9.420345465299999432e+02,-1.309258801040666664e-01,-4.770217437864583410e+00,1.049744251076517365e+00
1.050000000000000000e+01,9.011796296300000222e+02,9.759299026333334570e-02,-4.772720219375000461e+00,1.057142002637978750e+00
1.055000000000000071e+01,9.249552205700000513e+02,-2.153888777643333252e-01,-4.782703061927083610e+00,1.065150969035810080e+00
1.060000000000000142e+01,8.729541723199999979e+02,3.414170304733333272e-01,-4.778942529375000525e+00,1.075883556194250357e+00
1.065000000000000036e+01,8.721061800500000345e+02,-3.879510521333332657e-02,-4.778758869739583304e+00,1.079505902149353158e+00
1.070000000000000107e+01,8.923414060200000222e+02,1.463062166109999895e-01,-4.778680089218750204e+00,1.081669704939832721e+00
1.075000000000000000e+01,9.517180736300000490e+02,1.298183606765333231e-01,-4.782771475625000157e+00,1.079087467756091989e+00
1.080000000000000071e+01,8.637869756300000290e+02,1.193007314033333460e-01,-4.769585084791667207e+00,1.071668444478217186e+00
1.085000000000000142e+01,9.450592425099999900e+02,-1.129654911606666617e-01,-4.777270896927083399e+00,1.061467191762589302e+00
1.090000000000000036e+01,9.359834410700000262e+02,1.180710056813666503e-01,-4.774468295572916965e+00,1.052960514840147965e+00
1.095000000000000107e+01,8.723773731600000474e+02,-1.574637178342333244e-01,-4.766138720520832983e+00,1.042636710085590668e+00
1.100000000000000000e+01,8.973896101999999928e+02,5.575320167333333576e-02,-4.771152542291666521e+00,1.037005138748390509e+00
1.105000000000000071e+01,9.243683512699999483e+02,-1.332412104933333452e-01,-4.778587711041667241e+00,1.031423616540387833e+00
1.110000000000000142e+01,8.826419847099999743e+02,1.306732762133333385e-02,-4.779194373750000224e+00,1.027448643159540209e+00
1.115000000000000036e+01,8.437339551500000425e+02,-2.572689764966666903e-01,-4.779165198802083125e+00,1.024024846559801416e+00
1.120000000000000107e+01,8.106824618000000555e+02,1.394616278966666900e-01,-4.776901076302083382e+00,1.026917174727002502e+00
1.125000000000000000e+01,8.349470602599999438e+02,-3.349978544066666841e-01,-4.778642638020833111e+00,1.031711140689070882e+00
1.130000000000000071e+01,8.824553815199999462e+02,2.249141154966666500e-01,-4.776842537447916648e+00,1.043123005130213832e+00
