time_ps,MSD_A2
162.96,2.66657
163.38,2.67068
163.8,2.6764
164.22,2.6816
164.64,2.68346
165.06,2.68697
165.48,2.68899
165.9,2.69159
166.32,2.69278
166.74,2.69613
167.16,2.6998
167.58,2.70544
168,2.70951
168.42,2.71398
168.84,2.71418
169.26,2.71541
169.68,2.71399
170.1,2.7162
170.52,2.71811
170.94,2.72568
171.36,2.73021
171.78,2.73295
172.2,2.7382
172.62,2.74157
173.04,2.74323
173.46,2.74631
173.88,2.7512
174.3,2.74962
174.72,2.75129
175.14,2.75714
175.56,2.76242
175.98,2.76315
176.4,2.76627
176.82,2.76744
177.24,2.76899
177.66,2.77
178.08,2.77563
178.5,2.7766
178.92,2.78093
179.34,2.78114
179.76,2.78105
180.18,2.78732
180.6,2.79239
181.02,2.79444
181.44,2.7962
181.86,2.80209
182.28,2.80333
182.7,2.80687
183.12,2.81053
183.54,2.8121
183.96,2.8138
184.38,2.81581
184.8,2.821
185.22,2.82181
185.64,2.83024
186.06,2.83689
186.48,2.84158
186.9,2.84583
187.32,2.8532
187.74,2.85443
188.16,2.86171
188.58,2.8663
189,2.86559
189.42,2.87065
189.84,2.87522
190.26,2.87982
190.68,2.88224
191.1,2.88653
191.52,2.89099
191.94,2.89843
192.36,2.90544
192.78,2.91146
193.2,2.91426
193.62,2.92202
194.04,2.92444
194.46,2.92659
194.88,2.92803
195.3,2.93504
195.72,2.93571
196.14,2.93819
196.56,2.94404
196.98,2.94734
197.4,2.95225
197.82,2.95465
198.24,2.95679
198.66,2.95617
199.08,2.95565
199.5,2.95784
199.92,2.95921
200.34,2.96399
200.76,2.96673
201.18,2.97299
201.6,2.97656
202.02,2.98203
202.44,2.98172
202.86,2.98541
203.28,2.98596
203.7,2.99285
204.12,3.00014
204.54,3.00489
204.96,3.00387
205.38,3.00856
205.8,3.00957
206.22,3.01287
206.64,3.01552
207.06,3.02144
207.48,3.02301
207.9,3.02735
208.32,3.02997
208.74,3.03559
209.16,3.03325
209.58,3.03756
210,3.03735
210.42,3.03902
210.84,3.04132
211.26,3.04659
211.68,3.04498
212.1,3.04726
212.52,3.05412
212.94,3.05955
213.36,3.06101
213.78,3.06067
214.2,3.05827
214.62,3.05874
215.04,3.05915
215.46,3.06061
215.88,3.06373
216.3,3.06558
216.72,3.06656
217.14,3.06795
217.56,3.06991
217.98,3.07008
218.4,3.07076
218.82,3.06886
219.24,3.07224
219.66,3.07906
220.08,3.08041
220.5,3.08765
220.92,3.08856
221.34,3.09288
221.76,3.09491
222.18,3.09773
222.6,3.10152
223.02,3.10547
223.44,3.11075
223.86,3.11319
224.28,3.118
224.7,3.11991
225.12,3.12175
225.54,3.12229
225.96,3.12707
226.38,3.13248
226.8,3.14027
227.22,3.14561
227.64,3.14838
228.06,3.14812
228.48,3.14908
228.9,3.15015
229.32,3.15169
229.74,3.15183
230.16,3.15183
230.58,3.15813
231,3.15933
231.42,3.16176
231.84,3.16524
232.26,3.16936
232.68,3.17255
233.1,3.17175
233.52,3.17138
233.94,3.17353
234.36,3.17142
234.78,3.17154
235.2,3.16946
235.62,3.16769
236.04,3.1653
236.46,3.16504
236.88,3.16651
237.3,3.17144
237.72,3.17129
238.14,3.17071
238.56,3.17658
238.98,3.18152
239.4,3.18622
239.82,3.1864
240.24,3.19097
240.66,3.19021
241.08,3.18959
241.5,3.19159
241.92,3.19264
242.34,3.19246
242.76,3.19606
243.18,3.19688
243.6,3.19889
244.02,3.1968
244.44,3.1996
244.86,3.19868
245.28,3.19818
245.7,3.19999
246.12,3.20183
246.54,3.20414
246.96,3.20869
247.38,3.20415
247.8,3.20052
248.22,3.19956
248.64,3.20174
249.06,3.20533
249.48,3.20955
249.9,3.2111
250.32,3.2173
250.74,3.21976
251.16,3.22315
251.58,3.22833
252,3.23019
252.42,3.2343
252.84,3.23957
253.26,3.24443
253.68,3.24675
254.1,3.24441
254.52,3.2488
254.94,3.25216
255.36,3.25645
255.78,3.25564
256.2,3.25567
256.62,3.25884
257.04,3.26168
257.46,3.26792
257.88,3.2687
258.3,3.2668
258.72,3.26791
259.14,3.26445
259.56,3.26157
259.98,3.26232
260.4,3.26313
260.82,3.26363
261.24,3.26615
261.66,3.26921
262.08,3.27099
262.5,3.27265
262.92,3.2686
263.34,3.26718
263.76,3.26633
264.18,3.26449
264.6,3.26217
265.02,3.2575
265.44,3.257
265.86,3.25387
266.28,3.25507
266.7,3.25061
267.12,3.24692
267.54,3.24778
267.96,3.24783
268.38,3.25125
268.8,3.25418
269.22,3.2526
269.64,3.25717
270.06,3.26188
270.48,3.2638
270.9,3.26388
271.32,3.26693
271.74,3.26987
272.16,3.26946
272.58,3.26652
273,3.26363
273.42,3.2569
273.84,3.25349
274.26,3.25052
274.68,3.2459
275.1,3.24188
275.52,3.24471
275.94,3.24531
276.36,3.24742
276.78,3.24694
277.2,3.25113
277.62,3.25315
278.04,3.25417
278.46,3.2513
278.88,3.24331
279.3,3.24194
279.72,3.24275
280.14,3.24303
280.56,3.24229
280.98,3.24473
281.4,3.23967
281.82,3.23928
282.24,3.24561
282.66,3.25026
283.08,3.25625
283.5,3.26017
283.92,3.25669
284.34,3.25807
284.76,3.26107
285.18,3.26674
285.6,3.26789
286.02,3.26841
286.44,3.26587
286.86,3.26308
287.28,3.26419
287.7,3.26295
288.12,3.26447
288.54,3.26429
288.96,3.26087
289.38,3.26473
289.8,3.2659
290.22,3.27079
290.64,3.27279
291.06,3.27287
291.48,3.27204
291.9,3.27116
292.32,3.27878
292.74,3.27955
293.16,3.28571
293.58,3.28252
294,3.27628
294.42,3.27641
294.84,3.27594
295.26,3.28173
295.68,3.28106
296.1,3.27885
296.52,3.27673
296.94,3.28302
297.36,3.28436
297.78,3.28791
298.2,3.29211
298.62,3.29599
299.04,3.29824
299.46,3.30325
299.88,3.3065
300.3,3.31156
