lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
1.830000000001000160e+01,2.808207255984554962e+01,2.982840966363045965e+00,2.021253308559590955e+00,7.749379693589546925e+00
1.840000000000999947e+01,2.821810875756487391e+01,2.988518782842763954e+00,2.024930842652227003e+00,7.770329615776701004e+00
1.850000000001000089e+01,2.835232213112143285e+01,2.994062403156727115e+00,2.027263130156651716e+00,7.791399723401997157e+00
1.860000000001000231e+01,2.848446450766806848e+01,2.999326859662596156e+00,2.029240636383285779e+00,7.811369837380884640e+00
1.870000000001000018e+01,2.861785184480163835e+01,3.003874869758295318e+00,2.028695199830621299e+00,7.830332704901609375e+00
1.880000000001000160e+01,2.874715420313746250e+01,3.007577354269717063e+00,2.029324952022133921e+00,7.848482070014462408e+00
1.890000000000999947e+01,2.887327818014222203e+01,3.011579635171609759e+00,2.030185394704874025e+00,7.867383775405786039e+00
1.900000000001000089e+01,2.900244874672064910e+01,3.016002252303508158e+00,2.030005492280182899e+00,7.886542108613748603e+00
1.910000000001000231e+01,2.912933788053682704e+01,3.020209218907434323e+00,2.029007628867661062e+00,7.905488563547589997e+00
1.920000000001000018e+01,2.925891228954117196e+01,3.024836710911949389e+00,2.027666141401472721e+00,7.924981153528644739e+00
1.930000000001000160e+01,2.938561300350175642e+01,3.029173603341405396e+00,2.028226645829321662e+00,7.943219262644189982e+00
1.940000000000999947e+01,2.951659928866347826e+01,3.033634669213964852e+00,2.029740819771412852e+00,7.961791274978176958e+00
1.950000000001000089e+01,2.964979332574417015e+01,3.037910243788318976e+00,2.030848532077479174e+00,7.979987056146415902e+00
1.960000000001000231e+01,2.978129911014352871e+01,3.042660030996141796e+00,2.034174121777958089e+00,7.999132412695723282e+00
1.970000000001000018e+01,2.991364699980551123e+01,3.047273285075439819e+00,2.038624988009395622e+00,8.017793933146869279e+00
