lag_ps,Li_MSD_A2,Li_COM_removed_window_MSD_A2,single_origin_system_COM_removed_A2
3.200000000000000178e+00,7.050795513323455665e+00,6.850606615519239995e+00,5.140480226780494100e+00
3.300000000000000266e+00,7.210473714648748533e+00,7.005526514611898570e+00,5.160475191200627698e+00
3.399999999999999911e+00,7.368256419659215517e+00,7.158246111630153230e+00,5.579458614373619341e+00
3.500000000000000000e+00,7.529099183424937891e+00,7.314929627075486884e+00,6.018561467132125919e+00
3.600000000000000089e+00,7.690082429701142530e+00,7.471409913455742569e+00,5.814239647124784582e+00
3.700000000000000178e+00,7.852548510768468049e+00,7.628806560087940447e+00,6.247781093947097908e+00
3.800000000000000266e+00,8.013563892659654186e+00,7.784926989881631343e+00,6.490720617466671172e+00
3.899999999999999911e+00,8.170339028738935028e+00,7.937009760336128927e+00,7.349947357817967486e+00
4.000000000000000000e+00,8.330677632587098813e+00,8.092504630395302101e+00,7.579998538519047813e+00
4.099999999999999645e+00,8.488881008520692717e+00,8.245331417305658661e+00,6.943918538126935935e+00
4.200000000000000178e+00,8.648099754913063819e+00,8.399476575752855112e+00,6.879140542386295465e+00
4.299999999999999822e+00,8.806577941701364765e+00,8.553360253561864468e+00,6.981519573676938428e+00
4.400000000000000355e+00,8.963265656457277686e+00,8.704863099098965051e+00,6.951614554159080583e+00
4.500000000000000000e+00,9.120196844111394086e+00,8.857033370724311183e+00,6.613644234703818903e+00
4.600000000000000533e+00,9.274033249278565094e+00,9.006221071495106756e+00,6.645379691043493686e+00
4.700000000000000178e+00,9.430307895609875146e+00,9.157905887635026332e+00,6.333611771230956755e+00
4.799999999999999822e+00,9.587081825720396466e+00,9.309669067353333105e+00,6.838534757917012818e+00
4.900000000000000355e+00,9.743733534808880492e+00,9.462014199492367439e+00,6.822886791070534862e+00
5.000000000000000000e+00,9.898937623253010187e+00,9.613096814377437127e+00,7.251360648846806534e+00
5.100000000000000533e+00,1.004944165503763109e+01,9.759600907987726615e+00,7.240792581275353079e+00
5.200000000000000178e+00,1.020062093437782913e+01,9.905624592489761682e+00,7.259232890255296944e+00
5.299999999999999822e+00,1.035129149797706383e+01,1.005131006646229963e+01,7.898195780568102009e+00
5.400000000000000355e+00,1.049606364914826173e+01,1.019104853373918473e+01,8.089232986860892538e+00
5.500000000000000000e+00,1.064423700128795680e+01,1.033440048590081695e+01,8.057053391705505163e+00
5.600000000000000533e+00,1.079216793270334485e+01,1.047748655805642137e+01,8.488024588526130287e+00
5.700000000000000178e+00,1.094060961068130666e+01,1.062124260128073239e+01,8.443752299588922483e+00
5.799999999999999822e+00,1.108509721982844987e+01,1.076087018138447959e+01,9.187661098770607992e+00
5.900000000000000355e+00,1.122890744042251576e+01,1.089938115577638378e+01,8.901288923610948700e+00
6.000000000000000000e+00,1.137507219197895836e+01,1.104057882987733308e+01,9.610549498637798393e+00
6.100000000000000533e+00,1.152070536092042552e+01,1.118135241502562138e+01,9.454501315968947495e+00
6.200000000000000178e+00,1.166638605360699010e+01,1.132273562964117986e+01,9.523380416289157324e+00
6.299999999999999822e+00,1.181721797268469665e+01,1.146989061871346749e+01,9.395828998906587515e+00
6.400000000000000355e+00,1.196571017214454002e+01,1.161480236476320194e+01,9.604863680434018391e+00
6.500000000000000000e+00,1.211016512576865267e+01,1.175592973431014698e+01,9.369936877415129928e+00
6.600000000000000533e+00,1.225606103752317644e+01,1.189892652689951369e+01,9.303451946427006902e+00
6.700000000000000178e+00,1.240246559173043295e+01,1.204152183608500160e+01,9.786810506524656006e+00
6.799999999999999822e+00,1.254780674059563239e+01,1.218350082319757988e+01,1.009218428227302944e+01
6.900000000000000355e+00,1.269287360865039815e+01,1.232542078920354456e+01,1.088355778724528378e+01
7.000000000000000000e+00,1.283341739998073372e+01,1.246326403706829034e+01,1.223658032072725277e+01
7.100000000000000533e+00,1.297521049704774043e+01,1.260173853079779427e+01,1.215934806672174773e+01
