time_ps,T_K,PE_eV_atom,P_GPa
7.100000000000000533e+00,4.301937708300000054e+02,-4.891949265052082829e+00,-6.208752608833334463e-02
7.150000000000000355e+00,3.678119365900000162e+02,-4.886818123020833404e+00,-1.092871540643333278e-01
7.200000000000000178e+00,3.513733885999999984e+02,-4.887411409999999456e+00,-4.234853886300000148e-01
7.250000000000000000e+00,3.706619932099999914e+02,-4.892199177239583641e+00,-2.312577124729999767e-01
7.300000000000000711e+00,3.420797315300000037e+02,-4.890160758385416528e+00,-4.611389720233333711e-01
7.350000000000000533e+00,3.660658347699999808e+02,-4.892707678854166353e+00,-2.294993840266666696e-01
7.400000000000000355e+00,3.749500734000000080e+02,-4.890918356145832924e+00,-8.746003016333335489e-02
7.450000000000000178e+00,3.698348271400000158e+02,-4.885752848281249783e+00,-5.824693856199999464e-01
7.500000000000000000e+00,3.931553718999999774e+02,-4.885318614895832745e+00,-2.322580052456666710e-01
7.550000000000000711e+00,4.050809611099999756e+02,-4.885603355781250379e+00,-4.275727224533333870e-01
7.600000000000000533e+00,3.890289346199999727e+02,-4.883576538906249986e+00,-2.654943729096666538e-01
7.650000000000000355e+00,3.886634777900000017e+02,-4.884126485624999958e+00,-3.841239601879999910e-01
7.700000000000000178e+00,4.013941814699999782e+02,-4.886626097343749642e+00,-3.365420325133333113e-01
7.750000000000000000e+00,3.714520122999999785e+02,-4.884858355729166490e+00,-3.095563277219999798e-01
7.800000000000000711e+00,3.866864214400000037e+02,-4.889295232604166763e+00,-3.546683207566667106e-01
7.850000000000000533e+00,3.482027632900000071e+02,-4.887751534166667078e+00,-1.309725093996666756e-01
7.900000000000000355e+00,3.517896025699999996e+02,-4.890973416614583513e+00,-3.241207252833332997e-01
7.950000000000000178e+00,3.644332331499999782e+02,-4.894021180416666894e+00,-1.736792921333333781e-02
8.000000000000000000e+00,3.320262185299999942e+02,-4.890200011614583175e+00,-8.789317182599999390e-01
8.050000000000000711e+00,3.596389822500000264e+02,-4.891177648437500025e+00,-5.145881358599999622e-01
8.099999999999999645e+00,3.902708736800000224e+02,-4.890783446145833047e+00,-7.758645306733332747e-01
8.150000000000000355e+00,3.514240905899999916e+02,-4.883691534687500280e+00,-4.032610622366666342e-01
8.200000000000001066e+00,3.816024152900000104e+02,-4.886137975208333373e+00,-3.728565479700000629e-01
8.250000000000000000e+00,4.091315725900000189e+02,-4.889276791145833023e+00,-3.288170908466667153e-01
8.300000000000000711e+00,3.641151534300000208e+02,-4.884290769479166627e+00,-5.496662934766666231e-01
8.349999999999999645e+00,3.850015339299999937e+02,-4.888096474166666816e+00,-2.610119005186666286e-01
8.400000000000000355e+00,3.543731207600000062e+02,-4.885530638229166556e+00,-7.334149000466666513e-01
8.450000000000001066e+00,3.727633728100000212e+02,-4.888640167552083859e+00,-3.790059132700000499e-01
8.500000000000000000e+00,3.732404184000000100e+02,-4.889447188333333472e+00,-2.210453834333333048e-02
8.550000000000000711e+00,3.677173171900000170e+02,-4.889799956562499439e+00,-3.562008803800000289e-01
8.599999999999999645e+00,3.740676719300000173e+02,-4.891054083333333580e+00,-8.715373386666660713e-03
8.650000000000000355e+00,3.726752281700000253e+02,-4.890490082552083173e+00,-1.312646664216666759e-01
8.700000000000001066e+00,3.745663136599999916e+02,-4.889478550520833799e+00,-1.402036831723333377e-01
8.750000000000000000e+00,3.813758073100000274e+02,-4.887416881718750439e+00,-2.823357875733333300e-01
8.800000000000000711e+00,4.092595670800000107e+02,-4.887339053593749760e+00,-3.821339339066666674e-01
8.849999999999999645e+00,3.946617775000000279e+02,-4.883819570364583917e+00,-3.278017121486666574e-01
8.900000000000000355e+00,4.308337919300000181e+02,-4.888023787395833430e+00,-4.180872603299999324e-01
8.950000000000001066e+00,3.744646849900000234e+02,-4.882367582916666393e+00,-3.656696405700000096e-01
9.000000000000000000e+00,4.027945302300000208e+02,-4.888814870833333437e+00,-2.824216630999998312e-02
9.050000000000000711e+00,3.884445868399999995e+02,-4.889979890364583248e+00,-2.547172994433333226e-01
9.099999999999999645e+00,3.631085985799999776e+02,-4.887911680937500059e+00,-4.632508252366666635e-01
9.150000000000000355e+00,4.000991766000000212e+02,-4.892763392187499782e+00,2.056118479033333390e-01
9.200000000000001066e+00,3.510547209399999815e+02,-4.886978931562500073e+00,-4.976493199056666872e-01
9.250000000000000000e+00,3.769340995700000008e+02,-4.889621428749999943e+00,-4.821645914666666255e-01
9.300000000000000711e+00,3.761862314900000115e+02,-4.888150091510416573e+00,-3.229278923563332904e-01
9.349999999999999645e+00,3.613974405299999830e+02,-4.883763509427082816e+00,-2.131877616596999647e-01
9.400000000000000355e+00,4.422064781400000015e+02,-4.889635121302083220e+00,-2.042584492006666863e-01
9.450000000000001066e+00,4.056464531299999976e+02,-4.884218320677082836e+00,-3.876394349099999137e-01
9.500000000000000000e+00,3.622538914099999943e+02,-4.880012785156250033e+00,-6.928937801533334440e-02
9.550000000000000711e+00,4.093568280999999729e+02,-4.887512377291666432e+00,-2.836836517820000014e-01
9.600000000000001421e+00,3.633708542300000204e+02,-4.883398730729166637e+00,1.005998875376666740e-01
9.650000000000000355e+00,3.723527967100000069e+02,-4.885377628281250217e+00,-2.655602192301666498e-01
9.700000000000001066e+00,4.017263898699999913e+02,-4.890246608750000057e+00,-5.218035909966666219e-01
9.750000000000000000e+00,3.837662788700000078e+02,-4.889742639687500336e+00,-3.523403454599999818e-01
9.800000000000000711e+00,3.731224909100000104e+02,-4.889792407760416459e+00,-3.910328624866666325e-01
9.850000000000001421e+00,3.667301385999999752e+02,-4.890260597447916524e+00,-4.164400446500000075e-01
9.900000000000000355e+00,3.472965305700000158e+02,-4.888840787031250024e+00,-5.890199015833333940e-01
